word	syllables	hiper_suf	suffix	meaning	semantics	ending	cons.cluster	all_vowels	last_vowel	1	2
krzemek	2	ek	ek	związek krzemu z różnymi metalami	NA	u	k	ee	e	3.4275173325598384e-4	7.708744680196851e-4
krzewek	2	ek	ek	NOT FOUND	NA	a	k	ee	e	3.4275173325598384e-4	7.708744680196851e-4
krąglaczek	3	ek	ek	NOT FOUND	NA	a	k	ąae	e	1.5884504410638802e-4	0.0010692124178940886
krążeczek	3	ek	ek	NOT FOUND	NA	a	k	ąee	e	1.5561139866017505e-4	0.0010730320132330106
krążek	2	ek	ek	medal zdobyty w zawodach sportowych	артефакт	a	k	ąe	e	4.095566092778594e-4	9.446061868382404e-4
kręciołek	4	ek	ek	jakiś przedmiot, którego główny element kręci się dookoła własnej osi, lub każda prosta maszynka na korbkę	артефакт	a	k	ęioe	e	1.3857232754513048e-4	0.0011666926424750584
kręgielek	4	ek	ek	NOT FOUND	NA	a	k	ęiee	e	3.048198845703059e-5	0.0011434729132829742
krętowłosek	4	ek	ek	NOT FOUND	NA	a	k	ęooe	e	3.0481988457064428e-5	0.0011434729132829959
krężołek	3	ek	ek	NOT FOUND	NA	a	k	ęoe	e	1.588450441064205e-4	0.0010692124178940958
księgozbiorek	6	ek	ek	NOT FOUND	NA	u	k	ięoioe	e	-8.106799250243503e-5	0.001459562262688917
księgozbiórek	6	ek	ek	NOT FOUND	NA	u	k	ięoióe	e	-8.106799250243517e-5	0.0014595622626889053
kubek	2	ek	ek	nieduże naczynie do picia z niego napojów; też: zawartość tego naczynia	артефакт	a	k	ue	e	4.383907935590862e-4	8.415937566979017e-4
kubełek	3	ek	ek	naczynie walcowatego kształtu, z pałąkiem, używane do noszenia, przetrzymywania w nim płynów, artykułów sypkich lub stałych; też: zawartość tego naczynia	артефакт	a	k	uee	e	2.7891868765915544e-4	0.001026877825452898
kubraczek	3	ek	ek	kurtka, zwykle z materiału gorszego gatunku	артефакт	a	k	uae	e	2.7874178863180953e-4	0.0010325064694061646
kufelek	3	ek	ek	pękate naczynie z uchem, używane do picia piwa; też: zawartość tego naczynia	артефакт	a	k	uee	e	2.7891868765915544e-4	0.001026877825452898
kuferek	3	ek	ek	mały kufer	артефакт	a	k	uee	e	2.7891868765915544e-4	0.001026877825452898
kuperek	3	ek	ek	tylna część tułowia u ptaków	часть предмета	a	k	uee	e	2.5692681163467997e-4	9.786470858423155e-4
kurdybanek	4	ek	ek	NOT FOUND	NA	u	k	uyae	e	3.048198845697189e-5	0.0011434729132829386
kurek	2	ek	ek	element zaworu kurkowego służący do zamykania i otwierania dopływu cieczy lub gazu	часть предмета	a	k	ue	e	4.1639891753461074e-4	7.933630170873191e-4
kurhanek	3	ek	ek	stożkowy nasyp kryjący groby, wznoszony od neolitu do wczesnego średniowiecza	NA	a	k	uae	e	1.7909955071182914e-4	0.0010112130263753257
kurierek	4	ek	ek	kobieta kurier	NA	a	k	uiee	e	5.45785086071037e-5	0.0011380131066557294
kusztyczek	3	ek	ek	mały kieliszek wódki	NA	a	k	uye	e	1.7056297599028194e-4	0.001029534270911584
kutasek	3	ek	ek	NOT FOUND	NA	a	k	uae	e	1.7909955071182914e-4	0.0010112130263753257
kutnerek	3	ek	ek	NOT FOUND	NA	a	k	uee	e	1.7927644973917504e-4	0.001005584382422059
kuwiek	3	ek	ek	NOT FOUND	NA	a	k	uie	e	2.031930536521309e-4	0.0010710496548819203
kułaczek	3	ek	ek	w latach pięćdziesiątych: bogaty chłop zatrudniający robotników najemnych	NA	a	k	uae	e	1.7909955071182914e-4	0.0010112130263753257
kwaczek	2	ek	ek	NOT FOUND	NA	a	k	ae	e	3.4121415087167117e-4	8.121500234575347e-4
kwasek	2	ek	ek	substancja o kwaśnym smaku i charakterystycznym zapachu; też: kwaśny smak	вещество	u	k	ae	e	3.848561424683597e-4	7.292871230529891e-4
kwaterunek	4	ek	ek	urząd zajmujący się gospodarką lokalami	артефакт	u	k	aeue	e	1.3617483392750631e-4	0.0011524806042272156
kwiatek	3	ek	ek	błąd ortograficzny lub merytoryczny w tekście; też: niezręczne sformułowanie kompromitujące mówiącego lub piszącego	NA	a	k	iae	e	2.022186404597851e-4	9.550301833915567e-4
kwietniczek	4	ek	ek	NOT FOUND	NA	a	k	ieie	e	6.597428795442336e-5	0.0011540959165362286
kwitek	2	ek	ek	pisemny dowód otrzymania czegoś lub zaświadczenie upoważniające do odbioru czegoś	NA	a	k	ie	e	3.403327337187326e-4	8.027637347187912e-4
kądziołek	4	ek	ek	NOT FOUND	NA	a	k	ąioe	e	3.383454576318945e-5	0.0011457093502609142
kąseczek	3	ek	ek	NOT FOUND	NA	a	k	ąee	e	1.5561139866017505e-4	0.0010730320132330106
kąsek	2	ek	ek	kawałek czegoś jadalnego	NA	a	k	ąe	e	3.0991437135787896e-4	9.233127438074014e-4
kątek	2	ek	ek	przestrzeń między dwiema stykającymi się powierzchniami	артефакт	a	k	ąe	e	4.095566092778594e-4	9.446061868382404e-4
kędziorek	4	ek	ek	pasmo wijących się włosów lub skręconej sierści	NA	a	k	ęioe	e	3.8930089625150077e-5	0.0011453991994442195
kęsek	2	ek	ek	kawałek czegoś jadalnego	NA	a	k	ęe	e	3.158201961322654e-4	8.630299674610959e-4
kęsiołek	4	ek	ek	NOT FOUND	NA	a	k	ęioe	e	3.8930089625150077e-5	0.0011453991994442195
kłaczek	2	ek	ek	nieforemny strzęp jakiegoś puszystego materiału	NA	a	k	ae	e	3.4121415087167117e-4	8.121500234575347e-4
kłobuczek	3	ek	ek	roślina o białych lub czerwonawych kwiatach i wysokiej rozgałęzionej łodydze	растение	a	k	oue	e	2.3532875755549756e-4	0.0011468712626317215
kłopotek	3	ek	ek	NOT FOUND	NA	u	k	ooe	e	1.988410387485052e-4	9.865163757454747e-4
kłosek	2	ek	ek	część kłosa składająca się z kilku kwiatów osadzonych na wspólnej, krótkiej osi oraz z plew i plewek	часть предмета	a	k	oe	e	4.129462138140986e-4	7.893874943220594e-4
kłąbek	2	ek	ek	NOT FOUND	NA	a	k	ąe	e	3.0991437135787896e-4	9.233127438074014e-4
kłębek	2	ek	ek	mały kłąb wełny, nici itp.	NA	a	k	ęe	e	3.158201961322654e-4	8.630299674610959e-4
kłębuszek	3	ek	ek	mały kłąb wełny, nici itp.	NA	a	k	ęue	e	1.5859993047361498e-4	0.0011102739095494583
laczek	2	ek	ek	klapek lub kapeć	артефакт	a	k	ae	e	4.408563887916516e-4	8.334434664883737e-4
lakierek	4	ek	ek	elegancki but z lakierowanej skóry	артефакт	u	k	aiee	e	1.4566408549098947e-4	0.0011507489814588559
lamusek	3	ek	ek	NOT FOUND	NA	a	k	aue	e	1.751755264521844e-4	0.0010536215931871323
lasek	2	ek	ek	zwarty zespół roślinności z przewagą drzew i ze swoistą fauną	NA	u	k	ae	e	3.4121415087167117e-4	8.121500234575347e-4
laserunek	4	ek	ek	cienka warstwa przezroczystej farby położona na powierzchni obrazu	NA	u	k	aeue	e	3.65325960075259e-5	0.0011311871611963766
lazerunek	4	ek	ek	NOT FOUND	NA	u	k	aeue	e	3.65325960075259e-5	0.0011311871611963766
legarek	3	ek	ek	NOT FOUND	NA	a	k	eae	e	2.1578939358575218e-4	9.324620451291035e-4
lejek	2	ek	ek	przyrząd, urządzenie w kształcie odwróconego stożka zakończonego wąską rurką, służące do zlewania płynów, zsypywania sypkich materiałów itp.	артефакт	a	k	ee	e	4.4239397117596426e-4	7.921679110505241e-4
lenek	2	ek	ek	roślina o jajowatych liściach i drobnych, białych kwiatach	растение	both	k	ee	e	3.884309154952401e-4	9.252074839047768e-4
letniczek	3	ek	ek	mieszkaniec miasta przebywający na letnisku	NA	a	k	eie	e	2.0188230871302172e-4	0.0010360559826194363
lewarek	3	ek	ek	narzędzie dentystyczne do usuwania zębów	артефакт	a	k	eae	e	3.154316315057326e-4	9.537554881599424e-4
likiereczek	5	ek	ek	NOT FOUND	NA	u	k	iieee	e	-9.278210368754154e-5	0.0012904010928215263
likierek	4	ek	ek	mocny, słodki napój alkoholowy	NA	u	k	iiee	e	5.5056838162266876e-5	0.0010306939341427042
likworek	3	ek	ek	NOT FOUND	NA	u	k	ioe	e	1.9811865350887953e-4	9.322989966105902e-4
liniuszek	4	ek	ek	NOT FOUND	NA	a	k	iiue	e	3.048198845706411e-5	0.0011434729132829909
listek	2	ek	ek	mały liść	NA	a	k	ie	e	3.403327337187326e-4	8.027637347187912e-4
literek	3	ek	ek	jednostka objętości cieczy i ciał sypkich oraz pojemności naczyń równa jednemu decymetrowi sześciennemu; też: ilość płynu lub ciał sypkich równa tej objętości	единица измерения	a	k	iee	e	3.579572706321309e-4	9.41759218460393e-4
liwerunek	4	ek	ek	w Polsce w latach 1790–1867: podatek w naturze na utrzymanie wojska	NA	u	k	ieue	e	3.91237636842753e-5	0.001190154714802978
lizaczek	3	ek	ek	duży, kolorowy cukierek osadzony na patyku	NA	a	k	iae	e	2.022186404597851e-4	9.550301833915567e-4
loczek	2	ek	ek	pasmo wijących się włosów	NA	a	k	oe	e	3.3529585191859377e-4	8.163247909018031e-4
lodek	2	ek	ek	NOT FOUND	NA	u	k	oe	e	3.3529585191859377e-4	8.163247909018031e-4
lomberek	3	ek	ek	NOT FOUND	NA	a	k	oee	e	1.9094865432460928e-4	0.0010275804907289023
lubystek	3	ek	ek	NOT FOUND	NA	a	k	uye	e	1.7056297599028194e-4	0.001029534270911584
ludek	2	ek	ek	grupa ludzi mających jakieś wspólne cechy	NA	u	k	ue	e	3.387485556391058e-4	8.203003136670627e-4
lulek	2	ek	ek	roślina o nieprzyjemnej woni, silnie trująca	растение	a	k	ue	e	3.8442773787836205e-4	9.746333295521543e-4
lwipyszczek	3	ek	ek	NOT FOUND	NA	a	k	iye	e	1.9940196146250877e-4	9.57464023776638e-4
lęczek	2	ek	ek	NOT FOUND	NA	u	k	ęe	e	3.158201961322654e-4	8.630299674610959e-4
macek	2	ek	ek	czyjeś rozległe wpływy, zwłaszcza organizacji przestępczej	NA	a	k	ae	e	3.4121415087167117e-4	8.121500234575347e-4
maczek	2	ek	ek	drobne, gęste pismo	NA	u	k	ae	e	3.4121415087167117e-4	8.121500234575347e-4
magazynek	4	ek	ek	niewielki magazyn do przechowywania czegoś	NA	u	k	aaye	e	4.829773699202561e-5	0.0011483118774859434
maiczek	3	ek	ek	NOT FOUND	NA	u	k	aie	e	2.0161914107757507e-4	0.0010674983086395701
majdanek	3	ek	ek	NOT FOUND	NA	a	k	aae	e	1.9398968462406563e-4	0.001003155328864025
majeranek	4	ek	ek	roślina o drobnych, szaro omszonych liściach i mocnym zapachu, wykorzystywana w lecznictwie i jako przyprawa	растение	u	k	aeae	e	1.2018628424894257e-4	0.0012073222644178967
mająteczek	4	ek	ek	ziemia wraz z zabudowaniami będąca czyjąś własnością	NA	a	k	aąee	e	3.0481988457068256e-5	0.001143472913283016
majątek	3	ek	ek	ziemia wraz z zabudowaniami będąca czyjąś własnością	NA	u	k	aąe	e	1.6823182318208337e-4	0.001071352735851023
malunek	3	ek	ek	obraz, zwłaszcza namalowany przez artystę ludowego lub dziecko; też: ornament ludowy namalowany na czymś	NA	u	k	aue	e	1.751755264521844e-4	0.0010536215931871323
mankietek	4	ek	ek	NOT FOUND	NA	u	k	aiee	e	4.602184757100903e-5	0.001129455538428017
manszetek	3	ek	ek	NOT FOUND	NA	a	k	aee	e	1.9136495053695055e-4	0.0010041543319350779
mantelzaczek	4	ek	ek	NOT FOUND	NA	a	k	aeae	e	7.450710200968637e-5	0.001052989248532805
marcepanek	4	ek	ek	NOT FOUND	NA	a	k	aeae	e	7.450710200968637e-5	0.001052989248532805
marcinek	3	ek	ek	gatunek astra o drobnych, jasnofioletowych kwiatach	NA	a	k	aie	e	2.0161914107757507e-4	0.0010674983086395701
marek	2	ek	ek	dusza pokutująca	NA	a	k	ae	e	3.4121415087167117e-4	8.121500234575347e-4
marmurek	3	ek	ek	deseń przypominający żyłkowany marmur; też: rzecz o takim deseniu	NA	a	k	aue	e	1.751755264521844e-4	0.0010536215931871323
marszczek	2	ek	ek	NOT FOUND	NA	a	k	ae	e	3.4121415087167117e-4	8.121500234575347e-4
maszerunek	4	ek	ek	NOT FOUND	NA	u	k	aeue	e	3.65325960075259e-5	0.0011311871611963766
maworek	3	ek	ek	roślina zarodnikowa występująca na zbutwiałym drewnie i butwiejących liściach	растение	a	k	aoe	e	2.4551038445280054e-4	0.0011190942414236037
mazureczek	4	ek	ek	NOT FOUND	NA	a	k	auee	e	3.6516346434282256e-5	0.0011448488319695947
mazurek	3	ek	ek	utwór muzyczny będący stylizacją mazura	NA	a	k	aue	e	1.751755264521844e-4	0.0010536215931871323
maślaczek	3	ek	ek	NOT FOUND	NA	a	k	aae	e	1.9398968462406563e-4	0.001003155328864025
mebelek	3	ek	ek	przenośny sprzęt będący częścią wyposażenia mieszkania, biura itp.	NA	a	k	eee	e	2.0907794516957686e-4	9.880138839593194e-4
megaparsek	4	ek	ek	jednostka miary długości w astronomii, wynosząca milion parseków	единица измерения	u	k	eaae	e	2.5483139346571456e-4	9.550949820100128e-4
melchizedek	4	ek	ek	NOT FOUND	NA	a	k	eiee	e	6.163452773926345e-5	0.0010315674803272363
meldunek	3	ek	ek	krótka informacja ustna lub na piśmie o stanie, przebiegu lub wykonaniu czegoś	NA	u	k	eue	e	1.8381825256183468e-4	0.0010198047845514078
mendelek	3	ek	ek	NOT FOUND	NA	a	k	eee	e	2.0907794516957686e-4	9.880138839593194e-4
meszek	2	ek	ek	delikatne, gęste, krótkie włoski na skórze, tkaninie, liściach lub owocach	NA	u	k	ee	e	3.4275173325598384e-4	7.708744680196851e-4
miedziaczek	5	ek	ek	NOT FOUND	NA	a	k	ieiae	e	-7.535474745102163e-5	0.0013096089314931227
mieszek	3	ek	ek	mały miech	артефакт	a	k	iee	e	2.973409794453002e-4	0.0010048899773608328
migdałek	3	ek	ek	jeden z dwóch niewielkich narządów w gardle człowieka, chroniący jego organizm np. przed bakteriami	NA	a	k	iae	e	2.022186404597851e-4	9.550301833915567e-4
migielek	4	ek	ek	NOT FOUND	NA	a	k	iiee	e	5.5056838162266876e-5	0.0010306939341427042
mikrokryształek	5	ek	ek	NOT FOUND	NA	a	k	ioyae	e	-9.278210368758346e-5	0.0012904010928214812
mikserek	3	ek	ek	pomieszczenie, w którym znajduje się aparatura do miksowania dźwięków i obrazów	NA	a	k	iee	e	1.976987415253198e-4	9.835965343299939e-4
minibarek	4	ek	ek	NOT FOUND	NA	u	k	iiae	e	6.327743034064472e-5	0.0010659202858453408
miodek	3	ek	ek	słodka, lepka substancja wytwarzana przez pszczoły z nektaru kwiatowego lub spadzi	вещество	u	k	ioe	e	2.41760645105568e-4	8.494360962060444e-4
miłek	2	ek	ek	roślina o pierzastych liściach i dużych, żółtych lub czerwonych kwiatach	растение	a	k	ie	e	3.860119159579888e-4	9.570967506038827e-4
mniszek	2	ek	ek	roślina o łodygach wypełnionych mlecznym sokiem oraz o żółtych kwiatach, które po przekwitnięciu tworzą puchowe kule z nasionami	растение	a	k	ie	e	3.860119159579888e-4	9.570967506038827e-4
modelunek	4	ek	ek	uwydatnianie w dziele sztuki plastyczności przedstawionej postaci lub przedmiotu za pomocą odpowiednich środków artystycznych; też: rezultat takiego modelowania	NA	u	k	oeue	e	5.312767726011129e-5	0.0011371649743815728
moderunek	4	ek	ek	ekwipunek żołnierski	NA	u	k	oeue	e	5.312767726011129e-5	0.0011371649743815728
modligroszek	4	ek	ek	NOT FOUND	NA	a	k	oioe	e	6.688930217833456e-5	0.0010571975975043589
modraczek	3	ek	ek	NOT FOUND	NA	a	k	oae	e	1.875674131897614e-4	0.0010060912435060406
modrzaczek	3	ek	ek	NOT FOUND	NA	a	k	oae	e	1.875674131897614e-4	0.0010060912435060406
monotlenek	4	ek	ek	NOT FOUND	NA	u	k	ooee	e	8.40681681499334e-5	9.98499729198819e-4
mostek	2	ek	ek	mały most	NA	both	k	oe	e	3.3529585191859377e-4	8.163247909018031e-4
motek	2	ek	ek	nici, przędza itp. zwinięte luźno w podłużny pęczek lub nawinięte na szpulkę	NA	a	k	oe	e	3.3529585191859377e-4	8.163247909018031e-4
motorek	3	ek	ek	mechanizm przetwarzający energię elektryczną lub cieplną na energię mechaniczną	артефакт	both	k	ooe	e	2.984832766684856e-4	0.0010078098187763136
możylinek	4	ek	ek	roślina o bujnie rozgałęzionych łodyżkach i białych kwiatach	растение	a	k	oyie	e	5.8688523545942355e-5	0.0018377978337317496
mroczek	2	ek	ek	niewielki owadożerny nietoperz	NA	a	k	oe	e	3.3529585191859377e-4	8.163247909018031e-4
mrozek	2	ek	ek	dotkliwe zimno, gdy temperatua spada poniżej 0^oC	NA	u	k	oe	e	3.3529585191859377e-4	8.163247909018031e-4
munderunek	4	ek	ek	NOT FOUND	NA	u	k	ueue	e	8.165129598693426e-5	0.001122277777998079
mundurek	3	ek	ek	przepisowy ubiór członków niektórych organizacji młodzieżowych lub uczniów	артефакт	a	k	uue	e	2.7460757750615776e-4	0.0010525467005903413
munsztuczek	3	ek	ek	NOT FOUND	NA	a	k	uue	e	1.7496533958617734e-4	0.0010312532575595024
murek	2	ek	ek	niski, mały mur	NA	both	k	ue	e	3.387485556391058e-4	8.203003136670627e-4
murzynek	3	ek	ek	murzyński chłopiec	NA	a	k	uye	e	1.7056297599028194e-4	0.001029534270911584
muskułek	3	ek	ek	NOT FOUND	NA	u	k	uue	e	1.7496533958617734e-4	0.0010312532575595024
musztuczek	3	ek	ek	NOT FOUND	NA	a	k	uue	e	1.7496533958617734e-4	0.0010312532575595024
mułek	2	ek	ek	drobnoziarnista skała osadowa podobna do piasku	вещество	u	k	ue	e	3.823905472357943e-4	7.374374132625172e-4
mysiurek	4	ek	ek	NOT FOUND	NA	a	k	yiue	e	3.0481988457067328e-5	0.0011434729132829963
myśliczek	3	ek	ek	NOT FOUND	NA	a	k	yie	e	1.937534805046866e-4	0.0010639136446168346
myślunek	3	ek	ek	NOT FOUND	NA	u	k	yue	e	1.6332960403132052e-4	0.0011324944819191703
móżdżek	2	ek	ek	część mózgu, której działanie polega na koordynowaniu ruchu mięśni	часть предмета	a	k	óe	e	3.92092521489729e-4	8.064280515295867e-4
młotek	2	ek	ek	narzędzie służące do wbijania, przybijania lub kucia, składające się z metalowego lub drewnianego obucha osadzonego na trzonku	артефакт	a	k	oe	e	4.349380898385741e-4	8.376182339326421e-4
młynek	2	ek	ek	urządzenie do mielenia produktów spożywczych	артефакт	a	k	ye	e	4.3275251462245224e-4	8.2738713052071e-4
nabiodrek	4	ek	ek	NOT FOUND	NA	a	k	aioe	e	5.597385269982479e-5	0.0010429161945553793
nabytek	3	ek	ek	to, co zostało nabyte	NA	u	k	aye	e	1.8258254065403566e-4	0.001011864385288519
nabłonek	3	ek	ek	tkanka okrywająca skórę i błony wyściełające jamy różnych narządów i przewodów	NA	a	k	aoe	e	1.998312022135443e-4	9.647612255385122e-4
nachrapek	3	ek	ek	NOT FOUND	NA	a	k	aae	e	1.9398968462406563e-4	0.001003155328864025
nachyłek	3	ek	ek	NOT FOUND	NA	a	k	aye	e	1.8258254065403566e-4	0.001011864385288519
naciek	3	ek	ek	zgrubienie powstałe wskutek nacieknięcia jakiejś cieczy i jej stężenia	NA	u	k	aie	e	2.0161914107757507e-4	0.0010674983086395701
naczółek	3	ek	ek	NOT FOUND	NA	a	k	aóe	e	1.6433132287347254e-4	0.001067181708974802
nadczołek	3	ek	ek	NOT FOUND	NA	u	k	aoe	e	1.998312022135443e-4	9.647612255385122e-4
naddatek	3	ek	ek	coś danego nad miarę	NA	u	k	aae	e	1.9398968462406563e-4	0.001003155328864025
nadgarstek	3	ek	ek	odcinek ręki łączący ją z przedramieniem	NA	a	k	aae	e	1.9398968462406563e-4	0.001003155328864025
nadgrobek	3	ek	ek	NOT FOUND	NA	u	k	aoe	e	1.998312022135443e-4	9.647612255385122e-4
nadgłówek	3	ek	ek	NOT FOUND	NA	a	k	aóe	e	1.6433132287347254e-4	0.001067181708974802
nadlewek	3	ek	ek	NOT FOUND	NA	a	k	aee	e	1.9136495053695055e-4	0.0010041543319350779
nadołek	3	ek	ek	NOT FOUND	NA	a	k	aoe	e	1.998312022135443e-4	9.647612255385122e-4
nadpiecek	4	ek	ek	NOT FOUND	NA	a	k	aiee	e	4.602184757100903e-5	0.001129455538428017
nadpiek	3	ek	ek	NOT FOUND	NA	u	k	aie	e	2.0161914107757507e-4	0.0010674983086395701
nadrostek	3	ek	ek	NOT FOUND	NA	a	k	aoe	e	1.998312022135443e-4	9.647612255385122e-4
nadtlenek	3	ek	ek	związek chemiczny zawierający grupę nadtlenkową lub rodniki	вещество	u	k	aee	e	2.3500694213363907e-4	9.212914315305321e-4
nadwałek	3	ek	ek	NOT FOUND	NA	a	k	aae	e	1.9398968462406563e-4	0.001003155328864025
nadziomek	4	ek	ek	NOT FOUND	NA	a	k	aioe	e	5.597385269982479e-5	0.0010429161945553793
nagietek	4	ek	ek	roślina o żółtych lub pomarańczowych kwiatach zebranych w koszyczki	растение	a	k	aiee	e	9.170102981026524e-5	0.0012837885543131083
nagniotek	4	ek	ek	stwardnienie na stopie lub na dłoni powstałe wskutek długotrwałego ucisku	NA	a	k	aioe	e	5.597385269982479e-5	0.0010429161945553793
nagrobek	3	ek	ek	pomnik, płyta, tablica z napisami umieszczone na grobie zmarłego lub w kościele	NA	a	k	aoe	e	1.998312022135443e-4	9.647612255385122e-4
nagłówek	3	ek	ek	napis umieszczony nad tekstem	NA	a	k	aóe	e	1.6433132287347254e-4	0.001067181708974802
nakiełek	4	ek	ek	NOT FOUND	NA	a	k	aiee	e	4.602184757100903e-5	0.001129455538428017
nakolanek	4	ek	ek	część zbroi ochraniająca kolano	часть предмета	a	k	aoae	e	1.6044236494064227e-4	0.0010816846418088696
naliczek	3	ek	ek	NOT FOUND	NA	a	k	aie	e	2.0161914107757507e-4	0.0010674983086395701
nalodek	3	ek	ek	NOT FOUND	NA	a	k	aoe	e	1.998312022135443e-4	9.647612255385122e-4
nalustek	3	ek	ek	NOT FOUND	NA	a	k	aue	e	1.751755264521844e-4	0.0010536215931871323
namiotek	4	ek	ek	NOT FOUND	NA	a	k	aioe	e	5.597385269982479e-5	0.0010429161945553793
naniosek	4	ek	ek	NOT FOUND	NA	a	k	aioe	e	5.597385269982479e-5	0.0010429161945553793
naparsteczek	4	ek	ek	NOT FOUND	NA	a	k	aaee	e	4.6877769942134915e-5	0.0011154583503397823
naparstek	3	ek	ek	ochraniacz nakładany na palec podczas szycia, aby nie ukłuć się igłą	артефакт	a	k	aae	e	2.936319225440461e-4	0.0010244487718948639
naparstyszek	4	ek	ek	NOT FOUND	NA	a	k	aaye	e	4.829773699202561e-5	0.0011483118774859434
napiek	3	ek	ek	NOT FOUND	NA	u	k	aie	e	2.0161914107757507e-4	0.0010674983086395701
napierśniczek	5	ek	ek	NOT FOUND	NA	a	k	aieie	e	-1.0280233802748158e-4	0.0018423156774699193
napitek	3	ek	ek	napój, zwykle alkoholowy	NA	u	k	aie	e	2.0161914107757507e-4	0.0010674983086395701
napiwek	3	ek	ek	drobna suma wręczana zwyczajowo za usługę kelnerom, szatniarzom, posłańcom itp.	NA	u	k	aie	e	2.0161914107757507e-4	0.0010674983086395701
napięstek	4	ek	ek	NOT FOUND	NA	a	k	aięe	e	4.1454545990994935e-5	0.0011394114954443207
napiętek	4	ek	ek	tylna część buta osłaniająca piętę	часть предмета	a	k	aięe	e	1.1910490788649986e-4	0.0011124741988645772
napletek	3	ek	ek	fałd skórny pokrywający żołądź prącia	NA	a	k	aee	e	1.9136495053695055e-4	0.0010041543319350779
napominek	4	ek	ek	NOT FOUND	NA	u	k	aoie	e	4.5237466866750196e-5	0.0014341012427782987
narodek	3	ek	ek	NOT FOUND	NA	a	k	aoe	e	1.998312022135443e-4	9.647612255385122e-4
narybek	3	ek	ek	młode ryby w okresie od rozpoczęcia samodzielnego żerowania do ukończenia pierwszego roku życia	NA	u	k	aye	e	1.8258254065403566e-4	0.001011864385288519
nasiek	3	ek	ek	NOT FOUND	NA	u	k	aie	e	2.0161914107757507e-4	0.0010674983086395701
naskórek	3	ek	ek	zewnętrzna warstwa skóry	NA	a	k	aóe	e	1.6433132287347254e-4	0.001067181708974802
naszczek	2	ek	ek	NOT FOUND	NA	u	k	ae	e	3.4121415087167117e-4	8.121500234575347e-4
natyłek	3	ek	ek	NOT FOUND	NA	a	k	aye	e	1.8258254065403566e-4	0.001011864385288519
naustek	3	ek	ek	NOT FOUND	NA	a	k	aue	e	1.751755264521844e-4	0.0010536215931871323
nawiązek	4	ek	ek	kara pieniężna stanowiąca odszkodowanie za wyrządzoną krzywdę	NA	a	k	aiąe	e	4.14545459910122e-5	0.0011394114954443415
nawyczek	3	ek	ek	nawyk, zwykle szkodliwy	NA	u	k	aye	e	1.8258254065403566e-4	0.001011864385288519
nazierek	4	ek	ek	NOT FOUND	NA	a	k	aiee	e	4.602184757100903e-5	0.001129455538428017
naładunek	4	ek	ek	NOT FOUND	NA	u	k	aaue	e	4.0749472115166615e-5	0.0011567127800058753
nałebek	3	ek	ek	NOT FOUND	NA	a	k	aee	e	1.9136495053695055e-4	0.0010041543319350779
nałokietek	5	ek	ek	NOT FOUND	NA	a	k	aoiee	e	-9.278210368763864e-5	0.0012904010928214658
naśrubek	3	ek	ek	NOT FOUND	NA	a	k	aue	e	1.751755264521844e-4	0.0010536215931871323
neopopiwek	5	ek	ek	NOT FOUND	NA	u	k	eooie	e	-6.476108897476523e-5	0.0013671984456540952
neozwiązek	5	ek	ek	NOT FOUND	NA	u	k	eoiąe	e	-9.278210368756181e-5	0.0012904010928215025
neseserek	4	ek	ek	walizeczka lub torebka na podręczne drobiazgi	артефакт	a	k	eeee	e	1.663845127682231e-4	0.001048818555867699
nibyokółek	5	ek	ek	NOT FOUND	NA	a	k	iyoóe	e	-9.278210368756185e-5	0.001290401092821509
niebaczek	4	ek	ek	NOT FOUND	NA	a	k	ieae	e	5.3990576074544936e-5	0.0010109999062580843
niecierpek	5	ek	ek	roślina o zwisających kwiatach zakończonych ostrogą i owocach pękających przy dotknięciu	растение	a	k	ieiee	e	-1.6300470474071654e-5	0.0014844537088751321
niedogarek	5	ek	ek	NOT FOUND	NA	a	k	ieoae	e	-8.542642737018617e-5	0.0012529387558651954
niedogryzek	5	ek	ek	NOT FOUND	NA	a	k	ieoye	e	-7.454543121654859e-5	0.0011978170137370283
niedojadek	5	ek	ek	ten, kto nie dojada	NA	a	k	ieoae	e	-8.542642737018617e-5	0.0012529387558651954
niedopałek	5	ek	ek	niedopalona resztka czegoś, zwykle papierosa	NA	a	k	ieoae	e	-8.542642737018617e-5	0.0012529387558651954
niedopitek	5	ek	ek	NOT FOUND	NA	u	k	ieoie	e	-9.698614200041385e-5	0.0016735984438783814
niedorobek	5	ek	ek	NOT FOUND	NA	a	k	ieooe	e	-9.278210368763439e-5	0.0012904010928214782
niedostatek	5	ek	ek	brak wystarczających środków materialnych	NA	u	k	ieoae	e	-8.542642737018617e-5	0.0012529387558651954
niedotlałek	5	ek	ek	NOT FOUND	NA	u	k	ieoae	e	-8.542642737018617e-5	0.0012529387558651954
niedośpiałek	6	ek	ek	NOT FOUND	NA	a	k	ieoiae	e	-8.106799250238234e-5	0.0014595622626889463
nieodrobek	5	ek	ek	NOT FOUND	NA	u	k	ieooe	e	-9.278210368763439e-5	0.0012904010928214782
niepokalanek	6	ek	ek	członkini zgromadzenia zakonnego	NA	a	k	ieoaae	e	-8.106799250242347e-5	0.0014595622626889227
nieporządeczek	6	ek	ek	NOT FOUND	NA	u	k	ieoąee	e	-8.106799250242581e-5	0.0014595622626889296
