word	-a	-u	syllables	last cons. cluster	all vowels	last vowel	suffix	meaning	semantics
vykladač	+	-	3	č	yaa	a	č	"-a-evykladací mechanizmus: v-e rudy, uhlia"	артефакт
výklad	-	+	2	d	ýa	a		NOT FOUND	
výklad	-	+	2	d	ýa	a		NOT FOUND	
výklenok	+	+	3	k	ýeo	o	ok	"-nkumiesto vyhĺbené v stene: socha vo v-u"	
vykonávateľ	+	-	5	ľ	yoáae	e		"-a-iakto niečo vykonáva: v. spravodlivosti, v. príkazu;"	
výkon	-	+	2	n	ýo	o		"-u 1. množstvo práce vykonanej za časovú jednotku; výsledok takejto práce, činnosti: (nad)priemerný v., v. stúpa, pokles v-u;v. stroja, v. turbíny;podávať vrcholné v-y (v športe)2. vykon(áv)anie istej činnosti; realizácia istej úlohy: v. povolania, brániť vo v-e povinností;v. trestu, v. uznesenia;"	
výkop	-	+	2	p	ýo	o		"-u 1. vykop(áv)anie: začať stavbu v-om;v. zeminy vykopávka2. takto vzniknutý priestor: zavalený v.3.uvedenie lopty do hry: v. od brány;"	
vykorisťovateľ	+	-	6	ľ	yoioae	e		"-a-iakto vykorisťuje: v. detskej práce;"	
výkres	-	+	2	s	ýe	e		"-u 1. kreslením znázornený obraz: v-y žiakov, technický v.2.papier na kreslenie: kúpiť si v-y, čistý v.;"	
výkrik	-	+	2	k	ýi	i	ik	"-uvykríknutie: (ozval sa) prenikavý v., v-y radosti;"	
vykupiteľ	+	-	4	ľ	yuie	e		"-a-iakto prináša vykúpenie, spasiteľ: v. otrokov; Vykupiteľ (sveta) Ježiš Kristus, Spasiteľ;"	
výkyv	-	+	2	v	ýy	y		"-u 1. vychýlenie zo zákl. polohy: v. kyvadla, barometra2. menšia zmena, kolísanie: v-y teploty, v. vo výkone, cenové v-y;"	
výletník	+	-	3	k	ýeí	í	ník	"-a-ciúčastník výletu: školskí v-i;"	
výlet	-	+	2	t	ýe	e		"-u 1. (dlhšia) vychádzka al. (kratšia) cesta s rekreačným cieľom: nedeľný v., školský, podnikový v., ísť na dvojdňový v.;(robiť) v-y do okolia2.vylietanie, vyletovanie: hromadný v. škodcov ovocných stromov, v. mladých z hniezda;"	
výliatok	+	+	4	k	ýiao	o	ok	"-tkuliatím zhotovený predmet, výrobok ap."	
výlučok	-	+	3	k	ýuo	o	ok	"-čkusekrét: v-y slinných, potných žliaz"	
vynálezca	-	+	4		yáea	a		"-u-oviakto niečo vynašiel: v. žiarovky, padáka;"	
vynález	-	+	3	z	yáe	e		"-u 1. vynájdenie novej veci, javu a jeho uplatnenie: dejinný, prevratný v., v. mikroskopu, patentovať v.2. takýto predmet: zbierka v-ov"	
výnos	-	+	2	s	ýo	o		"-u 1. úradne zverejnené rozhodnutie: v. ministerstva, súdu2. zisk , výťažok: vysoké (hektárové) v-y;"	
výpadok	-	+	3	k	ýao	o	ok	"-dkunáhly pokles v produkovaní niečoho: v. v dodávke energie, prúdu, v. vo výrobe"	
výpad	-	+	2	d	ýa	a		"-u 1. náhly, prudký pohyb dopredu: v. v šerme2. náhly útok (vojska): nečakaný v. jazdy3. ostrý (slovný) útok, napadnutie (v tlači) ap.: v-y opozície;"	абстрактное понятие
vypínač	+	-	3	č	yía	a	č	"-amechanizmus na vypínanie al. zapínanie elektr. zdroja: hlavný v., stlačiť v., otočiť v., v-om"	артефакт
výpisok	-	+	3	k	ýio	o	ok	"-skuvypísaný úryvok textu: v-y z časopisu, robiť si v-y"	
vypisovateľ	+	-	5	ľ	yioae	e		"-a-iakto niečo vypisuje : v. súťaže;"	
výpis	-	+	2	s	ýi	i		"-u(doslovne vypísaná) časť (úr.) textu: v. z uznesenia, z registra trestov"	
výplatca	-	+	3		ýaa	a		NOT FOUND	
výplnok	-	+	2	k	ýo	o	ok	"-nkuprostriedok na vyplnenie niečoho, výplň: v-y medzier (v sadzbe);"	
výplod	-	+	2	d	ýo	o		"-u výtvor: umelecký v.;v. (chorej) fantázie"	абстрактное понятие
výpočet	-	+	3	t	ýoe	e		"-čtu 1. vypočítavanie , vyratúvanie; jeho výsledok: v. cien, podklady na v-y;zistiť chybu vo v-och, študovať štatistické v-y2. odhad, predpoklad (možného zisku ap.): sklamať sa vo svojich v-och3. zoznam, súpis: v. priestupkov;"	
výprask	-	+	2	sk	ýa	a		"-ubitka , výplata: dostať (zaslúžený) v.;"	
vyprávač	+	-	3	č	yáa	a	č	"-arozprávač: pohotový v.;"	
výpustok	-	+	3	k	ýuo	o	ok	NOT FOUND	
výpust	-	+	2	st	ýu	u		"-uotvor upravený na vypúšťanie (obsahu niečoho): v. vysokej pece, v. kanála, rybníka"	
vyrábateľ	+	-	4	ľ	yáae	e		NOT FOUND	
výrastok	-	+	3	k	ýao	o	ok	"-tka-oviadospievajúci chlapec: dvanásťročný v., bezočiví v-ia"	
výraz	-	+	2	z	ýa	a		"-u 1. vyjadrenie citového, myšlienkového stavu; jeho vonkajší prejav: v. obdivu, úcty;umelecký, herecký v.2. vonkajší vzhľad človeka ako prejav jeho (duš.) stavu: starecký v., v. strachu, radosti na tvári3. vyjadrovací (jazykový) prostriedok: správny, výstižný v., odborný v., používať vulgárne v-y;matematický v. mat. úkon vyjadrený symbolmi□ dať niečomu v. vyjadriť;"	абстрактное понятие
výrobca	-	+	3		ýoa	a		"-u-oviakto vyrába: súkromní, remeselní v-ia;(monopolný) v. svietidiel;"	
výrobok	-	+	3	k	ýoo	o	ok	"-bkuvyrobená vec, látka ap., produkt: priemyselný v., poľnohospodársky, hutnícky v., mliečne v-y, luxusný v., expedovať v-y"	вещество
výrok	-	+	2	k	ýo	o	ok	"-u 1. vyjadrenie myšlienky, názoru slovami: historický v., opakovať v-y iných;známy, okrídlený v. sentencia2. rozhodnutie , rozsudok: súdny v., vyniesť v.;"	
výron	-	+	2	n	ýo	o		"-uvytekanie , výtok: v. krvi (do mozgu), mať v. (v členku);v. miazgy, lávy"	
výsek	-	+	2	k	ýe	e		"-u 1. sekanie , vysekávanie : v. mäsa, v. porastu2. výsledok tejto činnosti; vyseknutá časť: čistiny a v-y v hore; kruhový v. časť kruhu ohraničená dvoma polomermi3.vymedzená časť, úsek: v. zo života;"	
vyšetrovanec	+	-	5	c	yeoae	e	ec	NOT FOUND	
vyšetrovateľ	+	-	5	ľ	yeoae	e		"-a-iakto úradne vyšetruje;"	
výsev	-	+	2	v	ýe	e		"-uvysievanie, vysiatie, sejba: v. kukurice;"	
výskumník	+	-	3	k	ýuí	í	ník	"-a-cikto sa zaoberá (ved.) výskumom;"	
výskum	-	+	2	m	ýu	u		"-u 1. organizované skúmanie, bádanie (na zákl. ved. metód): základný, laboratórny, botanický v.;v. verejnej mienky prieskum2.výskumné inštitúcie: pracovať vo v-e3.výskumná cesta: ísť na v., byť na v-e□ robiť v. skúmať;"	
výsledok	-	+	3	k	ýeo	o	ok	"-dkučo vzišlo z istej činnosti, čo sa dosiahlo: pozitívne v-y, v. spoločnej práce, v-y pozorovania, v. (futbalového) zápasu;"	
vysloboditeľ	+	-	5	ľ	yooie	e		"-a-iakto niekoho vyslobodil, osloboditeľ;"	
výsluch	-	+	2	ch	ýu	u		"-usúdny al. iný úr. úkon, pri kt. sa otázkami zisťujú isté skutočnosti: v. svedkov, podrobiť niekoho v-u"	
vysťahovalec	+	-	5	c	yaoae	e	ec	"-lcakto sa vysťahoval z vlasti; emigrant;"	
vystavovateľ	+	-	5	ľ	yaoae	e		"-a-iakto vystavuje na výstave, na veľtrhu;"	
výstrelok	-	+	3	k	ýeo	o	ok	"-lkuniečo prepiate, zveličené, výstrednosť: módny v.;v-y mladosti"	
výstrižok	-	+	3	k	ýio	o	ok	"-žkuniečo vystrihnuté (obyč. z novín): v-y z časopisov, lepiť v-y;"	
výstroj	+	-	2	j	ýo	o		"-asúhrn predmetov na vykonávanie istej (špeciálnej) činnosti; vystrojenie: horolezecký, poľovnícky, vojenský v.;v. lietadla"	
výstupok	-	+	3	k	ýuo	o	ok	"-pkuvystupujúca časť: v. skaly výčnelok;murovaný v. steny"	
výstup	-	+	2	p	ýu	u		"-u 1. vystúpenie , vystupovanie: horolezecký v., v. na Kriváň,zostup;umožniť v. (z autobusu)2. miesto, kade sa vystupuje, kade niečo vystupuje: v. je vzadu východ; v. počítača miesto presunu informácií,vstup3. vystúpenie pred verejnosťou: umelecký, sólový v.4. časť div. dejstva, scéna: prvý, druhý v.5. hádka, zvada, scéna: domáci v., robiť v-y6. výsledok nejakého procesu (výrobného, výskumného ap.),vstup"	
výťahár	+	-	3	r	ýaá	á		"-a 1. kto vyrába výťahy2. kto sa stará o údržbu a opravu výťahov;"	
vyťahovač	+	-	4	č	yaoa	a	č	NOT FOUND	
výťah	-	+	2	h	ýa	a		NOT FOUND	
výťažok	-	+	3	k	ýao	o	ok	"-žku 1. látka získaná vylúhovaním, extrakt: rastlinný v.2. zisk , výnos: čistý v. hospodárenia"	вещество
výtok	-	+	2	k	ýo	o	ok	"-u 1. vytekanie : v. vody, močovky2. sekrét, výlučok: hnisavý v.;"	
vytrvalec	+	-	3	c	yae	e	ec	NOT FOUND	
výtržník	+	-	2	k	ýí	í	ník	"-a-cikto robí výtržnosti;"	
výtvarník	+	-	3	k	ýaí	í	ník	"-a-civýtvar. umelec; pracovník v priemyselnom výtvarníctve;"	
vyučujúci	-	-	5		yuuúi	i		"kto vyučuje: povinnosti v-ch"	
vývarok	-	+	3	k	ýao	o	ok	NOT FOUND	
vyvážateľ	+	-	4	ľ	yáae	e		NOT FOUND	
vývod	-	+	2	d	ýo	o		"-u 1. miesto vyústenia; vyúsťujúca časť niečoho: v. pary;v. kábla, vedenia; v. močovodu2.vyvodzovanie; jeho výsledok, záver: v-y prednášateľa;"	
vývoj	+	-	2	j	ýo	o		"-a 1. vývin : politický, hospodársky v., organizmus vo v-i2. výr. oblasť, v kt. sa navrhujú, konštruujú a overujú nové výrobky a postupy: pracovať vo v-i;"	
vývojár	+	-	3	r	ýoá	á	ár	"-apracovník z oblasti vývoja ;"	
vyvolávač	+	-	4	č	yoáa	a	č	"-akto vyvoláva, oznamuje niečo: jarmočný v."	
vývozca	-	+	3		ýoa	a		"-u-oviakto vyváža (tovar),dovozca: v. surovín, automobilov"	
vývoz	-	+	2	z	ýo	o		"-uvyvážanie, vyvezenie : v. obuvi, strojov export,dovoz;v. kapitálu do cudziny;"	
vyvrheľ	+	-	2	ľ	ye	e		"-ačlovek vyradený zo spoločnosti, zlosyn, zloduch"	
význam	-	+	2	m	ýa	a		"-u 1. myšlienkový obsah, zmysel vyjadrený jazykovou formou: (ne)chápať v. slov;: lexikálny, gramatický v. slova;slovo v prenesenom v-e2. dôležitosť, závažnosť; dosah: v. vzdelania, výchovy (pre človeka), historický, strategický, praktický v., nadobudnúť, stratiť v.● to nemá v. to nie je dôležité;"	
vyzvedač	+	-	3	č	yea	a	č	"-akto vyzvedá, agent, špión;"	
vyzývateľ	+	-	4	ľ	yýae	e		"-a-iakto vyzýva (na šport. stretnutie): v. majstra sveta;"	
vzdelanec	+	-	3	c	eae	e	ec	"-ncavzdelaný človek, intelektuál: vrstva v-ov;"	
vzduchovod	-	+	3	d	uoo	o		NOT FOUND	
vzduch	-	+	1	ch	u	u		"-u 1. zmes kyslíka, dusíka a i. plynných častí obklopujúca Zem a nevyhnutná pre živé organizmy, povetrie: svieži, studený v., teplota, tlak v-u, nabrať v. do pľúc, vznášať sa vo v-u;v. je čistýnebezpečenstvo nehrozí2. vonkajší priestor, príroda, ovzdušie: ísť na v., pohyb na čerstvom v-u;vyletieť do v-u vybuchnúť, explodovať● → lapať v.;to je preňho v. nevšíma si to;niečo → visí vo v-u;"	
vzdych	-	+	1	ch	y	y		"-ucitový prejav v podobe hlasného (nadýchnutia a) vydýchnutia: túžobné v-y, z pŕs sa mu vydral bolestný v."	
vzhľad	-	+	1	d	a	a		"-uvonkajšia podoba; výzor: v. výrobku, mať pekný v.;"	
vznik	-	+	1	k	i	i	ik	"-uzačiatok jestvovania, zrod,zánik: v. života, v. Slovenskej republiky;vyšetrovať v. požiaru;proces v-u□dať v. niečomu utvoriť, vytvoriť niečo"	
vzorček	+	-	2	k	oe	e		"-a"	
vzorec	+	-	2	c	oe	e	ec	"-rcavyjadrenie vzťahov, zloženia ap. ustálenými graf. prostriedkami: matematické, chemické v-e;štruktúrne v-e"	
vzostup	-	+	2	p	ou	u		"-uzvýšenie hodnoty, množstva ap., rast, rozvoj,pokles, zostup: hospodársky v., v. kultúrnej úrovne, v. dennej teploty□ byť na v-e rásť"	
vzruch	-	+	1	ch	u	u		"-u 1. vzrušenie: povedať niečo bez v-u2. rozruch, znepokojenie: v sále nastal v. šum"	
vzťah	-	+	1	h	a	a		"-u 1. vnútorná spojitosť, súvis medzi javmi: spoločenské v-y; → výrobné v-y;: v. obsahu a formy, v. medzi bytím a vedomím2. uvedomený postoj človeka k niekomu, niečomu, vzájomná súvislosť s niekým, niečím, pomer: priateľský, príbuzenský, partnerský v., v. medzi otcom a synom, vyvinul sa medzi nimi úzky v.;v. k prírode, k tradíciám3. kladný postoj, záujem: vypestovať v mládeži v. k umeniu□ (ne)mať v. k niečomu (ne) zaujímať sa o niečo;byť vo v-u s niečím súvisieť s niečím;"	
xerox	-	+	2	x	eo	o		"-u 1. xerografický prístroj2.kópia zhotovená na tomto prístroji;"	
zabávač	+	-	3	č	aáa	a	č	"-a 1. kto vie zabávať spoločnosť2. umelec s týmito schopnosťami: televízny z.;"	
zábavník	+	-	3	k	áaí	í	ník	NOT FOUND	
zábavník	+	-	3	k	áaí	í	ník	NOT FOUND	
záblesk	-	+	2	sk	áe	e		"-u 1. zablys(k)nutie : z-y slnka;2. slabý prejav, náznak: z. úsmevu, z. irónie, poznania;"	
záchod	+	+	2	d	áo	o		"-a/-uzariadenie, na kt. sa vykonáva telesná potreba; miesto, miestnosť s týmto zariadením, toaleta, WC: splachovací z., suchý z., verejný z.;chemický z. likvidujúci výkaly chemicky;ísť na z. na potrebu;sedieť na z-e;"	артефакт
záchodík	+	-	3	k	áoí	í	ík	"-a"	
záchranár	+	-	3	r	áaá	á		"-aodborník na zachraňovanie : práca z-ov v bani;"	
záchranca	-	+	3		áaa	a		"-u-oviakto niekoho, niečo zachránil, zachraňuje: z. topiaceho, z. života;"	
záchvat	-	+	2	t	áa	a		"-u 1. náhle prudké prejavenie sa chorobných príznakov: epileptický, hysterický z., z. kašľa2. náhly prudký prejav citov: z. melanchólie, smiechu; z. pracovitosti chvíľkové vypäté prac. úsilie;"	абстрактное понятие
záchvev	-	+	2	v	áe	e		"-uzachvenie sa : z-y zeme otrasy; citové z-y, z-y duše"	
zachytávač	+	-	4	č	ayáa	a	č	NOT FOUND	
začiatočník	+	-	5	k	aiaoí	í	ník	"-a-cikto začína v prac. ap. činnosti: angličtina pre z-ov;zaúčať z-ov nováčikov;"	
začiatok	-	+	4	k	aiao	o	ok	"-tku 1. priestorovo prvá, krajná časť niečoho; takéto miesto,koniec: z. obce, z. knihy;na z-u slova2. prvá fáza niečoho,koniec: z. týždňa, sezóny, z. rozhovoru, na z-u zimy3.úvodné štádium v práci, tvorbe ap.: ťažké z-y, maliarske z-y prvotiny;rozprávať o svojich z-och● od z-u do konca stále;každý z. je ťažký;"	абстрактное понятие
zadávateľ	+	-	4	ľ	aáae	e		"-a-iakto poveruje vykon(áv)aním, (vy)riešením niečoho: z. stavby;"	
zadoček	+	-	3	k	aoe	e		NOT FOUND	
zadok	-	+	2	k	ao	o	ok	"-dku 1. zadná časť,predok: z. auta, lode, domu;ukáž sa od z-u! kôň vyhodil z-om2. zadná časť tela v okolí konečníka: široký, tučný z.;sedieť na z-u byť spokojný s tým, čo je;padnúť na z. dostať strach3.análny otvor, konečník: utrieť dieťaťu z.●sedieť na pol z-u na kúsku;behať ako s → nasoleným z-om;prísť s holým z-om chudobný;krútiť sa niekomu okolo z-u obskakovať ho;pchať sa, liezť niekomu do z-u podlizovať sa;"	
záduch	-	+	2	ch	áu	u		"-uastma, dýchavičnosť: trpieť na z.;"	
zaháľač	+	-	3	č	aáa	a	č	"-akto rád zaháľa, leňoch, povaľač;"	
záhradník	+	-	3	k	áaí	í	ník	"-a-ciodborník v pestovaní kvetov, zeleniny a iných okrasných a úžitkových rastlín: učiť sa za z-a●urobiť → capa z-om;"	
záhybček	+	-	3	k	áye	e		"-a"	
záhyb	-	+	2	b	áy	y		"-u 1. zahnutie , prehnutie: sukňa so z-mi, šaty padajúce v z-och, z-y kože;2. ohyb , zákruta: z. cesty, rieky, z-y mozgu;"	
zaistenec	+	-	4	c	aiee	e	ec	"-ncazaistená osoba"	
zajatec	+	-	3	c	aae	e	ec	"-tcakto je al. bol zajatý, v zajatí: vojnový z.;"	
zákazník	+	-	3	k	áaí	í	ník	"-a-cikto kupuje (tovar) al. platí za služby: stály, dlhoročný z.;obslúžiť z-a;"	
zákerník	+	-	3	k	áeí	í	ník	NOT FOUND	
zakladateľ	+	-	4	ľ	aaae	e		"-a-iakto niečo zakladá al. založil : z. školy, družstva;z. vedného odboru;"	
základ	-	+	2	d	áa	a		"-u 1.základy spodná, obyč. rozšírená nosná časť stavby (v zemi): betónové z-y, z-y domu, mosta;kopať z-y;vyhorieť do z-ovúplne2. spodná vrstva niečoho: pôdny z.3. hlav., najdôležitejšia časť, podstata, jadro: rodina je z., z-om spoločnosti;jednotný z. diela; z. mocniny, logaritmu číslo, s kt. sa uskutočňujú mat. operácie, báza; slovný z. nerozkladaná časť slovotvornej štruktúry slova nesúca význam4. východisko , podklad, základňa: seriózny z. vedomostí, ideový z. diela, z-y maliarstva□ položiť, dať z., z-y (opere) založiť, začať rozvíjať● (meniť) od z-u, z-ov úplne, celkom;vziať za z. vyjsť z niečoho (pri úvahách ap.);"	абстрактное понятие
zákon	+	-	2	n	áo	o		"-a 1. práv. norma upravujúca konanie a vzťahy ľudí, inštitúcií; súhrn takýchto noriem: tlačový z., z. o rodine, ústavný z.;vydať z.;z. platí, stráca platnosť;prekročiť, obísť z., byť v rozpore so z-mi;z-om chránená značka;Zbierka z-ov Slovenskej republiky,Z. z.;v mene z-a zatýkacia formula2. všeobecne platné, podst. a nevyhnutné súvislosti javov objektívneho sveta, zákonitosť; ich presná formulácia: z. prírody, fyzikálne, ekonomické z-y, z-y vývinu spoločnosti;Archimedov z., z. zachovania energie; z. schválnosti negatívne veci sa stávajú v najnevhodnejšej chvíli3.norma správania vyhlásená kompetentnou autoritou pre spoločné dobro: morálny z. súhrn záväzných noriem správania pochádzajúcich od Boha;zjavený z. kt. Boh verejne oznámil ľuďom; Starý z., Nový z. časti Biblie4. ustálené spoloč. pravidlo, obyčaj, zásada, zvyklosť; ich súhrn: rodinné z-y;nepísaný z. (spoločnosti)5. ustálený princíp, zásada, postup v istej (prac.) činnosti: stavbárske z-y● → držať sa litery z-a"	абстрактное понятие
zakončovateľ	+	-	5	ľ	aooae	e		"-a-iakto niečo zakončuje; hráč, kt. má úlohu zakončovať útočnú akciu: dobrý z.;"	
zákonník	+	-	3	k	áoí	í	ník	"-a-ci znalec a vykladač starého (Mojžišovho) zákona"	
zákonodarca	-	+	5		áooaa	a		"-u-oviakto má právo vydávať zákony ;"	
zákop	-	+	2	p	áo	o		"-uzákopypriekopa chrániaca vojakov v boji; ich sústava: opevnený z.;kopať z., z-y;vyraziť zo z-ov (do útoku);"	
zákrok	-	+	2	k	áo	o	ok	"-uzakročenie: vojenský, policajný z.;chirurgický z. operácia;z. u nadriadeného intervencia;tvrdý z. obrancu, z. brankára;z. proti výtržníkom□ urobiť z. zakročiť"	
zákryt	-	+	2	t	áy	y		"-u 1.vyrovnaný rad ľudí, vecí stojacich za sebou: cvičenci stoja v z-e2.zakrytie : pozorovanie z-u hviezdy;"	
zákusok	+	-	3	k	áuo	o	ok	"-skajemné sladké pečivo obyč. plnené al. zdobené, dezert: šľahačkový, ovocný z.;podávať po obede z-y"	
žalárnik	+	-	3	k	aái	i	ik	"-a-cidozorca väzňov;"	
záletník	+	-	3	k	áeí	í	ník	"-a-cizáletný muž, sukničkár, frajerkár;"	
zálivček	+	-	3	k	áie	e		"-a"	
záliv	-	+	2	v	ái	i		"-uprírodný útvar vytvorený hlbokým preniknutím mora do pevniny: morský z.;"	
žalobca	-	+	3		aoa	a		"-u-oviapodávateľ žaloby;"	
žalospev	-	+	3	v	aoe	e		"-u 1. spev vyjadrujúci smútok: pohrebné ž-y2.lyrická básnická skladba smútočného obsahu, elégia"	
záložník	+	-	3	k	áoí	í	ník	"-a-civojak al. hráč v zálohe : povolať z-ov;stredný z. ;"	
žalúdoček	+	-	4	k	aúoe	e		NOT FOUND	
žalúdok	+	-	3	k	aúo	o	ok	"-dkadutý svalový orgán v brušnej dutine, v kt. sa potrava spracúva na kašu: plný ž.;pokaziť si ž., bolí ho ž.;mať dobrý ž.vydržať veľa (nespravodlivosti, zla, rizika ap.);mať prázdny ž. byť hladný;je mu zle od ž-a● (vy)čistiť niekomu ž. (vy)hrešiť ho;mať niekoho, niečo v ž-u nemať ho, to rád;→ vidieť niekomu až do ž-a;(vypiť) na lačný ž. nalačno;ž. sa mu obracia, dvíha a) chce sa mu vracať b) je znechutený niečím;"	
zameriavač	+	-	5	č	aeiaa	a	č	"-a-eprístroj na zameriavanie: rádiový z."	
zámer	-	+	2	r	áe	e		"-uuvážené rozhodnutie dosiahnuť niečo, úmysel, plán, cieľ: umelecký, politický z., z. autora, uskutočniť nejaký z.□ mať z."	абстрактное понятие
zamestnanec	+	-	4	c	aeae	e	ec	"-ncakto je v prac. pomere, pracovník: stály z. (podniku);školenie z-ov;"	
zamestnávateľ	+	-	5	ľ	aeáae	e		"-a-iainštitúcia, osoba, kt. prijíma do zamestnania: vzťah medzi zamestnancom a z-om;"	
zámoček	+	-	3	k	áoe	e		NOT FOUND	
zámok	-	+	2	k	áo	o	ok	NOT FOUND	
zámok	-	+	2	k	áo	o	ok	NOT FOUND	
zámotok	+	+	3	k	áoo	o	ok	"-tku/-tkaobal vytvorený húsenicou pred zakuklením: z. priadky morušovej;"	
zánik	-	+	2	k	ái	i	ik	"-ukoniec jestvovania,vznik: z. Rímskej ríše, feudálnej spoločnosti;odsúdený na z.; z. nároku; z. jerov;z. rodu vymretie;z. životasmrť"	
zaostalec	+	-	4	c	aoae	e	ec	"-lcazaostalý, nepokrokový človek"	
zápach	-	+	2	ch	áa	a		"-unepríjemný pach, smrad: odpudzujúci, hnilobný z.;z. hnojnice, výfukových plynov"	
zapadákov	+	-	4	v	aaáo	o		"-amiesto vzdialené od rušných centier spoloč. života: nemieni stráviť celý život v z-e"	
západniar	+	-	4	r	áaia	a		"-a 1. (pôv.) obyvateľ záp. Slovenska2. obyvateľ záp. (obyč. západoeur.) krajín;"	
západ	-	+	2	d	áa	a		"-u 1. zapadnutie, zapadanie ,východ: z. mesiaca;vrátiť sa pred z-om slnka2. svetová strana v smere zapadajúceho slnka,východ: obrátiť sa na z.;na z. od mesta3. záp. časť územia, krajiny ap.,východ: na z-e Slovenska;→ divoký z.4. Západ krajiny ležiace v záp. oblasti zemegule; západoeurópske krajiny, USA a Kanada ,Východ: európsky Z.;vzťahy medzi Východom a Z-om5. otočenie kľúča v zámke: zamknúť dvere na dva z-y● nechváľ deň pred z-om neprenáhli sa pri hodnotení;"	абстрактное понятие
zapaľovač	+	-	4	č	aaoa	a	č	"-aprístroj na zapaľovanie : plynový z."	
zápasník	+	-	3	k	áaí	í	ník	"-a-ci 1. kto zápasí , súper: rozzúrení z-ci2. pretekár v zápasení;"	
zápas	-	+	2	s	áa	a		"-uzápasenie: krvavý, dramatický z.;býčie z-y;konkurenčný z., z. o mier boj;futbalový z., finálový, odvetný z.;gréckorímsky z. zápasenie v gréckorímskom štýle"	абстрактное понятие
zápisky	-	-	3		áiy	y		"-ovstručné zápisy, poznámky: robiť si z. z ciest, zošit so z-mi;"	
zápisníček	+	-	4	k	áiíe	e	íček	"-čka"	
zápisník	+	-	3	k	áií	í	ník	"-ablok ap. na zápisky, notes: poznačiť si meno do z-a;"	
zapisovateľ	+	-	5	ľ	aioae	e		"-a-iakto robí (úr.) záznamy: súdny z., z. ľudových piesní;zvoliť za z-a;"	
zápis	-	+	2	s	ái	i		"-u 1. zapísanie, zapisovanie : z. textu, melódie záznam;pochvalný z. v knihe návštev;termín z-u do školy2. úr. záznam o priebehu rokovania, akcie, správa, protokol: protokolárny z., z. zo schôdzky3. úr. záznam vo ver. knihách: účtovnícky z., z. v trestnom registri;"	
zápočet	-	+	3	t	áoe	e		NOT FOUND	
zapredanec	+	-	4	c	aeae	e	ec	"-ncakto sa zapredal: z-i národa"	
zárast	-	+	2	st	áa	a		NOT FOUND	
zárez	-	+	2	z	áe	e		"-u 1. rez : vrubový, hlboký z., z. v kmeni;z. pílou2. úzka prehĺbenina, priehlbina: z. na brade;dno z-u ;"	
žargón	-	+	2	n	aó	ó		"-usilno príznakový nespis. spôsob reči istej spoloč. vrstvy: židovský ž., ž. aristokracie;študentský, vojenský ž. slang;"	абстрактное понятие
zármutok	-	+	3	k	áuo	o	ok	"-tkusmútok , žiaľ: spôsobiť niekomu (hlboký) z."	абстрактное понятие
žarnov	+	-	2	v	ao	o		"-a 1. mlynský kameň: mlynský ž.2. primitívny nástroj na mletie● dostať sa medzi dva ž-y do situácie, z kt. je ťažký únik"	артефакт
zárodok	-	+	3	k	áoo	o	ok	"-dku 1. organizmus v začiatočnom štádiu vývinu, embryo: ľudský z., z-y škodcov, vývin z-u; choroboplodné z-y spôsobujúce infekcie2.začiatok , východisko, základ: z. lásky, myšlienky;potlačiť vzburu v z-u;"	
žartík	+	-	2	k	aí	í	ík	"-a"	
zásah	-	+	2	h	áa	a		"-uzasiahnutie : priamy, plný z., z. päsťou;úspešný z. brankára;operatívny, ozbrojený z.;nečistý z. (pri hre) proti pravidlám;z. do prírody;"	
zásek	-	+	2	k	áe	e		"-u 1. výrez spôsobený seknutím: vytínať z. do trámov; vylámať z.2.zátarasa zo zoťatých stromov: narobiť z-y3. priekopa: vykopať hlboký z."	
záševok	-	+	3	k	áeo	o	ok	"-vkuzošitý záhyb na látke: prsný z.;sukňa so z-mi"	
zasielateľ	+	-	5	ľ	aieae	e		"-a-ia 1. kto niečo posiela, zasiela; odosielateľ2. majiteľ podniku na prepravu tovaru;"	
záškodník	+	-	3	k	áoí	í	ník	"-a-cikto robí rozvratnú, škodlivú činnosť, rozvratník, diverzant: banda z-ov;odsúdiť z-a;"	
zaslepenec	+	-	4	c	aeee	e	ec	"-ncazaslepený človek"	
zásobník	+	-	3	k	áoí	í	ník	"-aschránka, nádrž ap. na zhromažďovanie materiálu určeného na použitie: z. uhlia;z. vody rezervoár;z. samopalu;"	
zástanca	-	+	3		áaa	a		"-u-ovia 1. kto niekoho al. niečo zastáva , obranca, obhajca: mocný z. ukrivdených;z-ia národa2. stúpenec, prívrženec: z. starej školy;"	
zástupca	-	+	3		áua	a		"-u-ovia 1. kto niekoho zastupuje : z. riaditeľa;ustanovil ho za svojho z-u; zákonný, splnomocnený z.2. kto vystupuje v niečom mene, predstaviteľ, reprezentant: obchodný, diplomatický z.;štátny z. prokurátor;ľud si volí svojich z-ov3. kto, čo reprezentuje celok, do kt. patrí; typický predstaviteľ: poprední z-ia literárnych smerov;najvyspelejší z. cicavcov;"	
zástup	-	+	2	p	áu	u		"-u 1. (voľné) zoradenie jednotlivcov za sebou: vyrovnané z-y;z. čakajúcich;stáť, ísť v z-e;,pochodovať v z-e v presnom zoradení za sebou2. neusporiadaná masa ľudí, dav, húf: nedozerné z-y, prúdiace z-y demonštrantov;"	
zasvätenec	+	-	4	c	aäee	e	ec	"-ncakto je do niečoho zasvätený: odborní z-i;len z-i vedeli, o čom je reč"	
