word	-a	-u	syllables	last cons. cluster	all vowels	last vowel	suffix	meaning	semantics
розовик	+	-	3	к	оои	и	ик	NOT FOUND	
розыгрыш	+	-	3	ш	оыы	ы		"<= разыграть; окончание вничью"	
розыск	+	-	2	ск	оы	ы		"деятельность специальных органов по установлению местонахождения уклоняющихся от суда обвиняемых, осужденных лиц, а также лиц, пропавших без вести Spec; предшествующее суду дознание, собирание улик Spec; <= разыскать; поиски, разыскивание кого-чего-нибудь"	
рой	+	-	1	й	о	о		"множество, вереница; семья пчел (или других летающих насекомых), образующих во главе с маткой обособленную группу; стая летающих насекомых"	
ройник	+	-	2	к	ои	и	ник	NOT FOUND	
рок	+	-	1	к	о	о		"несчастливая сульба N1; == рок-музыка; относящийся к рок-музыке; == рок-н-ролл"	
рокамболь	+	-	3	ль	оао	о		NOT FOUND	
рокк	+	-	1	кк	о	о		NOT FOUND	
рокот	+	+	2	т	оо	о	от	"однообразный раскатистый звук"	
рокфор	+	+	2	р	оо	о		"сорт сыра с плесневым грибком, отличающийся особой остройтой вкуса и запаха"	
рол	+	-	1	л	о	о		"== рулон; цилиндр, вал в механизмах"	
ролик	+	-	2	к	ои	и	ик	"вращающаяся часть механизма в виде небольшого цилиндра, катушки Spec; фарфоровый изолятор в виде катушки для укрепления на нем электрического провода; небольшой рулон; небольшое металлическое колесико на мебельной ножке для легкости передвижения; == роликовые коньки"	
роликоподшипник	+	-	6	к	оиооии	и	ник	NOT FOUND	
ролл	+	-	1	лл	о	о		"[нем. rolle каток] — машина для размола волокнистых материалов натончайшие волокна, из которых изготовляется бумага."	
роллер	+	-	2	р	ое	е		"[англ, roller roll вертеть, скручивать] — машина для скручиваниячайного листа. роль1 [фр. гб!е) — 1) в спектакле, фильме — образ, воплощаемыйактером; 2) весь текст, принадлежащий одному из действующих лиц пьесы,киносценария; 3) мера влияния, значение,степень участия в чём-л.; 4) судовая р.— список екипажа судна. роль8 — то же, что рол 2. рольганг [нем. rollgang] —роликовый конвейер — устройство для транспортирования штучных грузов; состоитиз роликов,по которым груз перемещается под действием собственного веса с помощьюдвигателя или подталкиванием вручную."	артефакт
рольганг	+	-	2	нг	оа	а		NOT FOUND	
рольмопс	+	-	2	пс	оо	о		NOT FOUND	
ром	+	+	1	м	о	о		"крепкий алкогольный напиток, получаемый из сока сахарного тростника"	
роман	+	-	2	н	оа	а	ан	"повествовательное произведение со сложным сюжетом и многими героями, большая форма этической прозы; любовные отношения между мужчиной и женщиной"	
романизм	+	-	3	зм	оаи	и	анизм	NOT FOUND	
романс	+	-	2	нс	оа	а		"небольшое лирическое музыкально-поэтическое произведение для голоса с музыкальным сопровождением"	
романтизм	+	-	3	зм	оаи	и	изм	"умонастроение, мироощущение, проникнутое идеализацией действительности, мечтательной созерцательностью Lib; направление в искусстве, проникнутое оптимизмом и стремлением показать в ярких образах высокое назначение человека; направление в искусстве конца 18 - первой четверти 19в., выступающее против канонов классицизма и характеризующееся стремлением к национальному и индивидуальному своеобразию, к изображению идеальных героев и чувств"	
романчик	+	-	3	к	оаи	и	чик	NOT FOUND	
ромб	+	-	1	мб	о	о		"высшего офицерского знака различия такой формы на петлицах в Красной Армии (с 1919 по 1943 г.); параллелограмм, все стороны которого равны"	
ромбик	+	-	2	к	ои	и	ик	NOT FOUND	
ромбододекаэдр	+	-	6	др	оооеаэ	э		NOT FOUND	
ромбоид	+	-	3	д	оои	и		NOT FOUND	
ромбоэдр	+	-	3	др	ооэ	э		NOT FOUND	
ромштекс	+	-	2	кс	ое	е		"кушанье в виде отбитого и зажаренного в сухарях куска говядины"	
ромэн	+	-	2	н	оэ	э		NOT FOUND	
ронгалит	+	-	3	т	оаи	и		NOT FOUND	
рондель	+	-	2	ль	ое	е		NOT FOUND	
рондик	+	-	2	к	ои	и	ик	NOT FOUND	
ропак	+	-	2	к	оа	а	ак	"льдина в торосах, стоящая ребром"	
ропот	+	-	2	т	оо	о	от	"неясный шум, неясные, негромкие звуки; недовольство, выражаемое в приглушенный форме, негромкими голосами"	
росавтодор	+	-	4	р	оаоо	о		NOT FOUND	
росавтотранс	+	-	4	нс	оаоа	а		NOT FOUND	
росбанк	+	-	2	нк	оа	а		NOT FOUND	
росник	+	-	2	к	ои	и	ник	NOT FOUND	
росомер	+	-	3	р	оое	е		NOT FOUND	
роспатент	+	-	3	нт	оае	е		NOT FOUND	
росплеск	+	-	2	ск	ое	е		NOT FOUND	
роспуск	+	-	2	ск	оу	у		"<= распустить"	
рост	+	+	1	ст	о	о		"усиление, укрепление; увеличение в числе, в размерах, развитие; размеры человека или животного в высоту; увеличение организма или отдельных органов в процессе развития; совершенствование в процессе развития; процентная прибыль на отданные взаймы деньги"	
ростбиф	+	-	2	ф	ои	и		"кусок жареной говядины из хребтовой части туши или вырезки"	
ростверк	+	-	2	рк	ое	е		"[нем. rostwerk rost решетка + werk строение] — нижняя частьфундамента сооружения, распределяющая нагрузку на основание."	
ростер	+	-	2	р	ое	е		NOT FOUND	
ростерит	+	-	3	т	оеи	и	ерит	NOT FOUND	
росток	+	-	2	к	оо	о	ок	"отрезок ветки с почками для посадки; стебель растения в самом начале его развития из семени или корневища, клубня; проявление начинающегося развития чего-нибудь"	
ростомер	+	-	3	р	оое	е		NOT FOUND	
ростр	+	-	1	стр	о	о		"[гол. rooster] — мор. решетчатый (а иногда и сплошной) настил,расположенный выше верхней палубы судна, предназначенный для размещения шлюпоки хранения запасного рангоута."	
росчерк	+	-	2	рк	ое	е		"дополнительная черточка или завиток у последней буквы в подписи"	
росэстбанк	+	-	3	нк	оэа	а		NOT FOUND	
рот	+	-	1	т	о	о		"у животных: == пасть 2; очертание и разрез губ; полость между верхней и нижней челюстями, снаружи закрытая губами; едок, иждивенец"	
ротаметр	+	-	3	тр	оае	е		"[лат. rotare вращать + ...метр] — 1) прибор для измерений скоростиили расхода жидкостей, газов; 2) пневматический прибор для измерений линейныхразмеров деталей машин; 2) полигр. прибор для определения шероховатости (микронеровностей) формныхпластин."	артефакт
ротанг	+	-	2	нг	оа	а		"[малайск.] — лазящие лианы сем. пальм; стебли используются дляизготовления легкой мебели и плетения корзин."	
ротапринт	+	-	3	нт	оаи	и		"небольшая машина для печатания малотиражных изданий с машинописного текста; способ такого печатания(офсетный)"	
ротатор	+	-	3	р	оао	о	атор	"множительный аппарат для печатания копий с машинописи, с рукописей, документов, чертежей"	артефакт
ротацизм	+	-	3	зм	оаи	и	изм	"[гр. гпб назв. буквы р — «р»] — 1) картавость, неправильность впроизношении звука «р»; 2) лингв, переход s или других согласных в г, напр.:лат. genus род, родительный падеж generis из genesis."	
ротик	+	-	2	к	ои	и	ик	NOT FOUND	
ротишко	+	-	3		оио	о	ишко	NOT FOUND	
ротище	+	-	3		оие	е	ище	NOT FOUND	
роток	+	-	2	к	оо	о	ок	NOT FOUND	
ротон	+	-	2	н	оо	о	он	NOT FOUND	
ротор	+	-	2	р	оо	о	ор	"автоматически управляемая машина (транспортное устройство, прибор), в которой заготовки двигаются вместе с обрабатывающими их орудиями по дугам окружности; вращающаяся часть в машинах"	артефакт
роторасширитель	+	-	6	ль	ооаиие	е	итель	NOT FOUND	
роуд	+	-	2	д	оу	у		NOT FOUND	
роульс	+	-	2	льс	оу	у		NOT FOUND	
роуминг	+	-	3	нг	оуи	и		NOT FOUND	
роштейн	+	-	2	йн	ое	е		"[нем. rohstein сырой камень]— разновидность штейна, наименеебогатая извлекаемым при плавке металлом."	
роялизм	+	-	3	зм	ояи	и	изм	"приверженность к королевской власти, монархизм"	
рояль	+	-	2	ль	оя	я		"клавишный музыкальный инструмент со стоячим треугольным корпусом и горизонтально натянутыми струпами, разновидность фортепьяно"	артефакт
роёвик	+	-	3	к	оёи	и	ик	NOT FOUND	
роёк	+	-	2	к	оё	ё		NOT FOUND	
ртище	+	-	2		ие	е		NOT FOUND	
рубанок	+	-	3	к	уао	о	ок	"столярный строгальный инструмент в виде деревянной колодки с широким, наклонно поставленным лезвием внутри"	артефакт
рубеж	+	-	2	ж	уе	е		"участок или полоса местности, удобные или оборудованные для ведения боевых действий; == граница N1"	
рубеллит	+	-	3	т	уеи	и		NOT FOUND	
рубель	+	-	2	ль	уе	е		NOT FOUND	
рубероид	+	-	4	д	уеои	и		"пропитанный битумом картон, применяемый как кровельный и изоляционный материал"	
рубец	+	-	2	ц	уе	е	ец	"плотное образование из соединительной ткани, след на теле, на каком-нибудь органе от зажившей раны, язвы, разрыва, разреза; утолщенный шов N1; углубленный след, зарубка на чем-нибудь; кушанье, приготовленное из этой части желудка; начальный отдел желудка"	
рубидий	+	-	3	й	уии	и		"[лат. rubidus красный, темно-красный (был открыт по линиям вкрасной части спектра)] — хим. элемент, символ rb (лат. rubidium), металлсеребристо-белого цвета; при-мен. в фотоэлементах, лампах дневного света, ввакуумной технике и др."	вещество
рубикон	+	-	3	н	уио	о		"[лат. rubico (rubiconis)] —древнее название реки, впадающей вадриатическое море, которую в 49 г. до н. э. юлий цезарь, вопреки запрещениюсената, перешел со своими легионами, воскликнув: «alea jacta est!» (жребийброшен); это было началом гражданской войны; * о границе пределе чего-л., отруднопреодолимом препятствии; перейти р. — совершить решительный поступок,принять бесповоротное решение."	
рубильник	+	-	3	к	уии	и	ник	"простейший электрический выключатель с ручным приводом"	
рубин	+	-	2	н	уи	и	ин	"драгоценный камень красного цвета, прозрачная разновидность корунда"	
рублик	+	-	2	к	уи	и	ик	NOT FOUND	
рублишко	+	-	3		уио	о		NOT FOUND	
рубль	+	-	1	бль	у	у		"основная денежная единица, в России до революции и в Ссср, равная 100 копейкам; денежный знак и монета этой стоимости"	
рублёвик	+	-	3	к	уёи	и	ик	"-а, м. 1. Старинная русская монета достоинством в один рубль. 2. То же, что рубль (прост.)."	
рубрикатор	+	-	4	р	уиао	о		NOT FOUND	
рубчик	+	-	2	к	уи	и	чик	"<= рубец 1; выпуклая полоска на ткани, на какой-нибудь поверхности"	
рудерпост	+	-	3	ст	уео	о		"[англ, rudder-post] — мор. вертикальный брус кормовой оконечностисудна, на который навешивается руль."	
рудесхаймер	+	-	4	р	уеае	е		NOT FOUND	
рудимент	+	-	3	нт	уие	е		"пережиток исчезнувшего явления Lib; недоразвитый, остаточный орган, бывший полноценым на предшествующих стадиях существования организма Spec"	часть тела
рудник	+	-	2	к	уи	и	ник	"горнопромышленное предприятие для добычи руды, полезных ископаемых"	
рудовоз	+	-	3	з	уоо	о		"судно, предназначенное для перевозки насыпью руды и каменного угля"	
рудораспределитель	+	-	7	ль	уоаееие	е	итель	NOT FOUND	
рудоспуск	+	-	3	ск	уоу	у		NOT FOUND	
рудяк	+	-	2	к	уя	я	як	NOT FOUND	
рукав	+	-	2	в	уа	а	в	"шланг для подачи жидкостей, сыпучих или вязких веществ, газов; ответвление от главного русла реки, гл. обр. в ее устье; часть одежды, покрывающая руку"	
рукаводержатель	+	-	6	ль	уаоеае	е	тель	NOT FOUND	
рукавчик	+	-	3	к	уаи	и	чик	"<= рукав; пришивной манжеты на рукаве"	
рукомойник	+	-	4	к	уоои	и	ник	"небольшой висячий умывальник"	
рулет	+	-	2	т	уе	е		"освобожденный от кости окорок, которому придана удлиненная и округлая форма; запеченное кушанье в виде батона N2 с начинкой"	
рулон	+	-	2	н	уо	о		"трубка гибкого материала, свернутого для хранения"	
рулоноразматыватель	+	-	8	ль	уооааыае	е	тель	NOT FOUND	
рулончик	+	-	3	к	уои	и	чик	NOT FOUND	
руль	+	-	1	ль	у	у		"приспособление, устройство для управления движущейся машиной, судном, самолетом"	артефакт
румб	+	-	1	мб	у	у		"деление на круге компаса, соответствующее 1-32 части окружности горизонта; направление к точкам видимого горизонта относительно стран света или угол между двумя такими направлениями"	
румпель	+	-	2	ль	уе	е		"[гол. roerpen] — мор. рычаг для поворачивания руля судна."	
румянец	+	-	3	ц	уяе	е	ец	"розово-красный цвет лица, щек"	
рундук	+	-	2	к	уу	у		"металлический сундук в корабельном помещении; большой ларь с поднимающейся крышкой"	
рунет	+	-	2	т	уе	е		NOT FOUND	
рупор	+	-	2	р	уо	о		"распространитель чьих-нибудь идей, мнений Lib; труба с расширяющимся концом служащая для усиления звука"	
русизм	+	-	2	зм	уи	и	изм	"слово или оборот речи, заимствованные каким-нибудь языком из русского или построенные по русскому образцу"	
руслень	+	-	2	нь	уе	е		NOT FOUND	
руссификатор	+	-	5	р	уииао	о		NOT FOUND	
руссоизм	+	-	3	зм	уои	и	изм	NOT FOUND	
руст	+	-	1	ст	у	у		"[лат.] — архит. грубо отесанный камень, употребляемый в рустике."	
рутений	+	-	3	й	уеи	и		"[ср.-лат. ruthenia русь; открыт русским химиком к. к. клаусом] —хим. элемент из группы платиновых металлов, символ ru (лат. ruthenium); входитв состав сплавов, обладающих высокой твердостью, является катализатором многиххим. реакций."	вещество
рутил	+	-	2	л	уи	и		"[лат. rutilus красноватый, блистающий] — минерал, двуокись титана,белый, желтоватый до красно-бурого, с сильным блеском; примея. для полученияферротитана и титановых препаратов; в настоящее время р. изготовляетсяискусственным путем и используется также в электропромышленности и в ювелирномделе."	
рух	+	-	1	х	у	у		NOT FOUND	
рухляк	+	-	2	к	уя	я	як	NOT FOUND	
ручей	+	-	2	й	уе	е		"водный поток, текущий струей"	
ручеёк	+	-	3	к	уеё	ё	ёк	NOT FOUND	
ручник	+	-	2	к	уи	и	ник	"тяжелый ручной молот; == ручнист"	
рушник	+	-	2	к	уи	и	ник	NOT FOUND	
рыбник	+	-	2	к	ыи	и	ник	"специалист по рыбному хозяйству, работник рыбной промышленности; пирог с рыбной начинкой; торговец рыбой"	
рыбозавод	+	-	4	д	ыоао	о		NOT FOUND	
рыбокомбинат	+	-	5	т	ыооиа	а		NOT FOUND	
рыбонасос	+	-	4	с	ыоао	о		NOT FOUND	
рыбоподъём	+	-	4	м	ыооё	ё		NOT FOUND	
рыбоподъёмник	+	-	5	к	ыооёи	и	ник	NOT FOUND	
рыбопродукт	+	-	4	кт	ыооу	у		NOT FOUND	
рыбоход	+	-	3	д	ыоо	о		"сооружение для прохода рыбы в плотинах"	
рыбпром	+	-	2	м	ыо	о		NOT FOUND	
рыбхоз	+	-	2	з	ыо	о		NOT FOUND	
рывок	+	-	2	к	ыо	о	ок	"поднятие тяжести над головой на вытянутых руках одним непрерывным движением; резкое, порывистое движение руками или телом; резкое усиление, нарушающее общий ритм работы"	
рыдван	+	-	2	н	ыа	а	ан	"большая дорожная карета"	
рыжей	+	-	2	й	ые	е		NOT FOUND	
рыжик	+	-	2	к	ыи	и	ик	"-а, м. Съедобный пластинчатый гриб с рыжей шляпкой и загнутыми вниз краями. II прил. рыжиковый, -ая, -ое."	
рык	+	-	1	к	ы	ы		"дикий, грозный рев, рычанье"	
рым	+	-	1	м	ы	ы		NOT FOUND	
рынок	+	-	2	к	ыо	о	ок	"сфера товарного обращения, товарооборота; место розничной торговли под открытым небом в торговых рядах, базар"	место
рыск	+	-	1	ск	ы	ы		NOT FOUND	
рыскун	+	-	2	н	ыу	у	ун	NOT FOUND	
рыхлитель	+	-	3	ль	ыие	е	итель	"прицепное или навесное орудие для разрыхления грунта"	артефакт
рыхляк	+	-	2	к	ыя	я	як	NOT FOUND	
рычаг	+	-	2	г	ыа	а		"средство, которым можно возбудить деятельность, привести что-нибудь в действие; устройство, имеющее точку опоры и служащее для уравновешивания большей силы при помощи меньшей, а также для совершения какой-нибудь работы"	артефакт
рычажок	+	-	3	к	ыао	о	ок	NOT FOUND	
рэгтайм	+	-	2	йм	эа	а		NOT FOUND	
рэкет	+	-	2	т	эе	е		"преступное (путем угроз, шантажа) вымогательство чужих доходов"	
рэл	+	-	1	л	э	э		NOT FOUND	
рэлей	+	-	2	й	эе	е		"[по имени англ, физика дж. рэлея (rayleigh), 1842—1919] — единицаудельного акустического сопротивления в сгс системе единиц; i р. равенудельному акустическому сопротивлению среды, при котором звуковое давление 1дин/сма вызывает колебания частиц среды со скоростью 1 см/с; 1 р. = 1 дин-с/см3= = 10 н-с/м3."	
рэн	+	-	1	н	э	э		NOT FOUND	
рэп	+	-	1	п	э	э		NOT FOUND	
рюкзак	+	-	2	к	юа	а	ак	"заплечный вещевой мешок с карманами"	
рюкзачок	+	-	3	к	юао	о	ок	NOT FOUND	
рюм	+	-	1	м	ю	ю		NOT FOUND	
рюш	+	-	1	ш	ю	ю		"сборчатая обшивка из легкой ткани"	
рябинник	+	-	3	к	яии	и	ник	"заросль рябины 1"	
рябчик	+	-	2	к	яи	и	чик	"лесная птица семейства тетеревиных с пестрым оперением"	
ряд	+	-	1	д	я	я		"== прокос N2; состав, среда; линия ровно расположенных однородных предметов; совокупность каких-нибудь явлений, следующих или расположенных в определенной последовательности; ларьки, магазины, лотки, рыночные прилавки, расположенные в одну линию; некоторое количество чего-нибудь"	
рядок	+	-	2	к	яо	о	ок	NOT FOUND	
рядочек	+	-	3	к	яое	е	очек	NOT FOUND	
ряж	+	-	1	ж	я	я		"опора моста, плотины, набережной в виде сруба из бревен, балок, заполненного камнями, грунтом"	
рясофор	+	-	3	р	яоо	о		NOT FOUND	
ряст	+	-	1	ст	я	я		NOT FOUND	
рёв	+	-	1	в	ё	ё		"-а, м. 1. Протяжный громкий крик (обычно о крике животного), а также вообще протяжный громкий звук, вой. Звериный р. Р. моторов. Р. бури. Р. толпы. 2. Громкий плач (разг.). Дети подняли р."	
саадак	+	-	3	к	ааа	а	ак	NOT FOUND	
сабайон	+	-	3	н	аао	о		NOT FOUND	
сабаль	+	-	2	ль	аа	а		NOT FOUND	
сабан	+	-	2	н	аа	а	ан	NOT FOUND	
сабантуй	+	-	3	й	аау	у		"шумное веселье; традиционный татарский и башкирский весенний праздник"	
сабеизм	+	-	3	зм	аеи	и	изм	"— древняя (доисламская) религия в месопотамии, аравии, сирии я малойазии, отличавшаяся культом небесных светил; название произошло от имениаравийского племени сабеев, у которых впервые зародился этот культ."	абстрактное понятие
сабельник	+	-	3	к	аеи	и	ник	NOT FOUND	
сабж	+	-	1	бж	а	а		NOT FOUND	
саботаж	+	-	3	ж	аоа	а		"преднамеренное расстройство или срыв работы при соблюдении видимости ее выполнения; скрытое противодействие исполнению, осуществлению чего-нибудь"	
сабур	+	-	2	р	ау	у		NOT FOUND	
саван	+	-	2	н	аа	а	ан	"широкое одеяние, покров из белой ткани для покойников"	
сагайдак	+	-	3	к	ааа	а	ак	NOT FOUND	
саган	+	-	2	н	аа	а	ан	NOT FOUND	
саговник	+	-	3	к	аои	и	ник	NOT FOUND	
сад	+	-	1	д	а	а		"== детский сад; учреждение, коллекционирующее, разводящее и изучающее растения, животных; участок земли, засаженный деревьями, кустами, цветами; сами растущие здесь деревья, растения"	
садизм	+	-	2	зм	аи	и	изм	"половое извращение, при котором половое чувство удовлетворяется причинением физической боли другому лицу; извращенная и изощренная жестокость"	
садик	+	-	2	к	аи	и	ик	"<= сад; == детский сад"	
садильник	+	-	3	к	аии	и	ильник	NOT FOUND	
садок	+	-	2	к	ао	о	ок	"помещение или водоем для содержания и разведения животных"	
садомазохизм	+	-	5	зм	аоаои	и	изм	NOT FOUND	
садочек	+	-	3	к	аое	е	очек	NOT FOUND	
саж	+	-	1	ж	а	а		NOT FOUND	
саженец	+	-	3	ц	аее	е	ец	"молодое растение, пересаженное из другого места (например из питомника), в отличие от сеянца"	растение
сажеудалитель	+	-	6	ль	аеуаие	е	итель	NOT FOUND	
саз	+	-	1	з	а	а		NOT FOUND	
саик	+	-	2	к	аи	и		NOT FOUND	
сайдак	+	-	2	к	аа	а	ак	NOT FOUND	
сайзер	+	-	2	р	ае	е		NOT FOUND	
сайодин	+	-	3	н	аои	и	ин	NOT FOUND	
сайт	+	-	1	йт	а	а		NOT FOUND	
сак	+	-	1	к	а	а		"[фр. sac] — 1) уст. дорожный мешок, сумка из материи; 2) уст. женскоепальто свободного покроя; 3) небольшая рыболовная снасть в виде сетчатого мешкана обруче; сачок."	
саквояж	+	-	3	ж	аоя	я		"дорожной сумки с запором, обычно кожаной"	
саккос	+	-	2	с	ао	о		NOT FOUND	
сакман	+	-	2	н	аа	а	ан	NOT FOUND	
саксаул	+	-	3	л	аау	у		"небольшое, с крепкой древесиной дерево (или кустарник) азиатских пустынь и полупустынь"	растение
саксаульник	+	-	4	к	аауи	и	ник	NOT FOUND	
саксгорн	+	-	2	рн	ао	о		NOT FOUND	
саксофон	+	-	3	н	аоо	о		"медный духовой мундштучный музыкальный инструмент, по тембру близкий к кларнету"	артефакт
салат	+	+	2	т	аа	а		"травянистое овощное растение, листья которого идут в пищу в сыром виде; холодное кушанье из мелко нарезанных овощей, яиц, мяса или рыбы с приправой"	растение
салатик	+	+	3	к	ааи	и	ик	NOT FOUND	
салатник	+	-	3	к	ааи	и	ник	"столовая посуда - род широкой чашки для салата N2"	
салеп	+	-	2	п	ае	е		"[ар.] — высушенные клубневидные корни ятрышника и нек-рых другихрастений сем. орхидных, содержащие слизистое вещество н крахмал; примен. вмедицине."	вещество
салинг	+	-	2	нг	аи	и		"[гол. saling] — мор. рама из продольных и поперечных брусьев,устанавливаемая га верхнем конце стеньги; служит для соедине-.-ия последней сбрам-стеньгой и крепления (развода) верхних снастей."	
салипирин	+	-	4	н	аиии	и	ин	NOT FOUND	
салицин	+	-	3	н	аии	и	ин	NOT FOUND	
салол	+	-	2	л	ао	о		NOT FOUND	
салолин	+	-	3	н	аои	и	ин	NOT FOUND	
саломас	+	-	3	с	аоа	а		NOT FOUND	
салон	+	-	2	н	ао	о		"политический или литературно-художественный кружок из людей избранного круга, собирающийся в доме какого-нибудь частного лица; помещение для выставок, демонстрации товаров; магазин, где продаются художественно изготовленные товары, произведения искусства; ателье, где работа выполняется художественно; комната для приема гостей в богатом доме; общая гостиная в отеле; внутреннее помещение для пассажиров в автобусе, троллейбусе, самолете; зал ожидания в ателье, парикмахерской"	
салоп	+	-	2	п	ао	о		"широкое женское пальто с пелериной, с прорезями для рук или с короткими рукавами"	
салтык	+	-	2	к	аы	ы		"=>"	
салун	+	-	2	н	ау	у	ун	NOT FOUND	
сальварсан	+	-	3	н	ааа	а	ан	NOT FOUND	
сальмонелез	+	-	4	з	аоее	е		NOT FOUND	
сальмонеллез	+	-	4	з	аоее	е		NOT FOUND	
сальник	+	-	2	к	аи	и	ник	"жировая складка в брюшине; деталь, герметически закрывающая зазор между подвижной и неподвижной частями машины"	
сальпингит	+	-	3	т	аии	и		"[гр. salpinx (salpingos) труба] — воспаление маточных(фаллопиевых) труб (см. также сальпингоофорит)."	
салют	+	-	2	т	аю	ю		"== привет N2; военное приветствие или отдание почестей выстрелами, ракетами, флагами, поднятием обнаженной сабли; стрельба и фейерверк в ознаменование торжественной даты, события"	
саман	+	-	2	н	аа	а	ан	"кирпич-сырец с примесью навоза, соломы или каких-нибудь волокнистых веществ"	
саманник	+	-	3	к	ааи	и	ник	NOT FOUND	
самарий	+	-	3	й	ааи	и		NOT FOUND	
самарскит	+	-	3	т	ааи	и		NOT FOUND	
самбук	+	-	2	к	ау	у		NOT FOUND	
самиздат	+	-	3	т	аиа	а		NOT FOUND	
саммит	+	-	2	т	аи	и		NOT FOUND	
самоанализ	+	-	5	з	аоааи	и		"анализ, оценка своих собственных поступков, переживаний"	
самовар	+	-	3	р	аоа	а		"металлический сосуд для кипячения воды, с краном и внутренней топкой в виде высокой трубки, наполняемой углями"	
самоварчик	+	-	4	к	аоаи	и	чик	NOT FOUND	
самовозврат	+	-	4	т	аооа	а		NOT FOUND	
самовыгружатель	+	-	6	ль	аоыуае	е	тель	NOT FOUND	
самовяз	+	-	3	з	аоя	я		NOT FOUND	
самогипноз	+	-	4	з	аоио	о		NOT FOUND	
самогон	+	+	3	н	аоо	о		"алкогольный напиток, изготовляемый кустарным способом из хлеба, картофеля, корнеплодов"	
самозажигатель	+	-	6	ль	аоаиае	е	тель	NOT FOUND	
самокат	+	-	3	т	аоа	а		"армейское название велосипеда, механической повозки; планка для катания со стоячей ручкой на колесиках или роликах"	
самоклад	+	-	3	д	аоа	а		NOT FOUND	
самоконтроль	+	-	4	ль	аооо	о		"контроль над своими действиями, поступками"	
самолетовылет	+	-	6	т	аоеоые	е		NOT FOUND	
самолов	+	-	3	в	аоо	о	в	"ловушка для зверей и птиц; род рыболовной снасти"	
самолёт	+	-	3	т	аоё	ё		"-а, м. Летательный аппарат тяжелее воздуха с силовой установкой и крылом, создающим подъемную силу, аэроплан. Военный с. Гражданский с. Сверхзвуковой с. Реактивный с. Спортивный с. Лететь в самолете (на самолете, самолетом). * Ковер-самолет - в сказках: летающий ковер, переносящий героев из одного места в другое. II прил. самолетный, -ая, -ое. С. спорт."	артефакт
самолётик	+	-	4	к	аоёи	и	ик	NOT FOUND	
самомассаж	+	-	4	ж	аоаа	а		NOT FOUND	
самомониторинг	+	-	6	нг	аооиои	и		NOT FOUND	
самонаклад	+	-	4	д	аоаа	а		NOT FOUND	
самонакладчик	+	-	5	к	аоааи	и	чик	NOT FOUND	
самообман	+	-	4	н	аооа	а	ан	"обман самого себя, внушение себе того, чего нет в действительности"	
самооговор	+	-	5	р	аоооо	о		"ложное обвинение самого себя, взятие на себя чужой вины"	
самоопылитель	+	-	6	ль	аооыие	е	итель	NOT FOUND	
самоостанов	+	-	5	в	аооао	о	в	NOT FOUND	
самоотвод	+	-	4	д	аооо	о		"отвод своей кандидатуры от выдвижения на какую-нибудь общественную работу с объяснением причин отказа"	
самоотчёт	+	-	4	т	аооё	ё		NOT FOUND	
самопал	+	-	3	л	аоа	а		NOT FOUND	
самописец	+	-	4	ц	аоие	е	ец	"-сца, м. Прибор, автоматически записывающий какую-н. информацию. Черный ящик - с."	артефакт
самопогрузчик	+	-	5	к	аооуи	и	чик	NOT FOUND	
самоподаватель	+	-	6	ль	аооаае	е	тель	NOT FOUND	
самопресс	+	-	3	сс	аое	е		NOT FOUND	
самопуск	+	-	3	ск	аоу	у		NOT FOUND	
саморазгружатель	+	-	6	ль	аоауае	е	тель	NOT FOUND	
саморазгрузчик	+	-	5	к	аоауи	и	чик	NOT FOUND	
саморазрыв	+	-	4	в	аоаы	ы	в	NOT FOUND	
саморазряд	+	-	4	д	аоая	я		NOT FOUND	
самораспад	+	-	4	д	аоаа	а		NOT FOUND	
самородок	+	-	4	к	аооо	о	ок	"кусок или крупное зерно ископаемого металла в химически чистом виде; человек с большими природными дораваниями"	
самороспуск	+	-	4	ск	аооу	у		NOT FOUND	
самосад	+	-	3	д	аоа	а		"табак собственного посева и домашней выделки"	
самосвал	+	-	3	л	аоа	а		"грузовой автомобиль с механически опрокидывающимся кузовом; саморазгружающийся вагон"	
самосев	+	-	3	в	аое	е	в	"растение, выросшее в результате такого посева; естественный посев растений осыпающимися семенами"	растение
самосин	+	-	3	н	аои	и	ин	NOT FOUND	
самосмаз	+	-	3	з	аоа	а		NOT FOUND	
самосплав	+	-	3	в	аоа	а	в	NOT FOUND	
самостил	+	-	3	л	аои	и		NOT FOUND	
самострел	+	-	3	л	аое	е		"лук с механическим устройством для натягивания и спуска тетивы"	
самосуд	+	-	3	д	аоу	у		"самочинная расправа с кем-нибудь, без ведома властей, суда"	
самотряс	+	-	3	с	аоя	я		NOT FOUND	
самотёк	+	-	3	к	аоё	ё	ёк	"-а, м. 1. Течение жидкости или сыпучих тел, совершающееся силой собственной тяжести, по уклону. 2. перен. Стихийный ход дела, работы без плана, без организационного руководства. Пустить дело на с. Не полагаться на с. II прил. самотечный, -ая, -ое (к 1 знач.; спец.). С. водовод. Самотечные оросительные каналы. Самотечное орошение."	абстрактное понятие
самоучитель	+	-	5	ль	аоуие	е	итель	"руководство для самостоятельного изучения какого-нибудь предмета, для самостоятельн ого приобретения каких-нибудь навыков, мастерства"	
самоход	+	-	3	д	аоо	о		"самоходная машина, механизм"	
самоцвет	+	-	3	т	аое	е		"самоцветный камень"	
