word	-a	-u	syllables	last cons. cluster	all vowels	last vowel	suffix	meaning	semantics
mor	-	+	1	r	o	o		NOT FOUND	
morek	-	+	2	k	oe	e	ek	NOT FOUND	
most	-	+	1	st	o	o		NOT FOUND	
motiv	-	+	2	v	oi	i		"nejjednodušší tematický prvek uměleckého díla; základní téma, námět; vnitřní pohnutka chování nebo hodnocení uváděné jako důvod jednání"	абстрактное понятие
motocykl	-	+	3	kl	ooy	y		"jednostopé motorové vozidlo, motorka"	артефакт
motor	-	+	2	r	oo	o		NOT FOUND	
motorest	-	+	3	st	ooe	e		"restaurační a občerstvovací zařízení, zejm. pro motoristy"	
motouz	-	+	3	z	oou	u		NOT FOUND	
moučník	-	+	3	k	ouí	í		NOT FOUND	
mozek	-	+	2	k	oe	e	ek	NOT FOUND	
mozeček	-	+	3	k	oee	e	ek	NOT FOUND	
močál	-	+	2	l	oá	á		NOT FOUND	
mošt	-	+	1	št	o	o		NOT FOUND	
mrak	-	+	1	k	a	a		NOT FOUND	
mramor	-	+	2	r	ao	o		"krystalická karbonátová hornina, dobře leštitelná"	вещество
mrav	-	+	1	v	a	a		NOT FOUND	
mrazák	-	+	2	k	aá	á	ák	NOT FOUND	
mul	-	+	1	l	u	u		"1. řídká obvazová tkanina; 2. mula kříženec klisny koně s hřebcem osla; 3. složitý humus tvořící se v teplém a vlhkém podnebí na půdách s dostatkem živin"	
mužíček	-	+	3	k	uíe	e	ek	NOT FOUND	
mys	-	+	1	s	y	y		"výběžek pevniny do moře"	
máj	-	-	1	j	á	á		NOT FOUND	
mák	-	+	1	k	á	á		NOT FOUND	
mínus	-	+	2	s	íu	u		NOT FOUND	
mír	+	+	1	r	í	í		NOT FOUND	
míč	-	-	1	č	í	í		NOT FOUND	
mód	-	+	1	d	ó	ó		NOT FOUND	
mýtus	-	+	2	s	ýu	u		"příběh symbolického nebo náboženského významu; neskutečný, vymyšlený příběh"	
měch	-	+	1	ch	ě	ě		NOT FOUND	
měchýř	-	-	2	ř	ěý	ý		NOT FOUND	
měnič	-	-	2	č	ěi	i	ič	NOT FOUND	
měsíček	-	+	3	k	ěíe	e	ek	NOT FOUND	
měřič	-	-	2	č	ěi	i	ič	NOT FOUND	
můstek	-	+	2	k	ůe	e	ek	NOT FOUND	
mžik	-	+	1	k	i	i		NOT FOUND	
nach	-	+	1	ch	a	a		NOT FOUND	
nacionalismus	-	+	6	s	aioaiu	u		"politický směr a ideologie vycházející z přesvědčení o výjimečnosti a zpravidla i nadřazenosti vlastního národa"	абстрактное понятие
nacismus	-	+	3	s	aiu	u		"nacionální socializmus; německý národní socializmus A. Hitlera"	абстрактное понятие
nadbytek	-	+	3	k	aye	e	ek	NOT FOUND	
nadhled	-	+	2	d	ae	e		NOT FOUND	
nadjezd	-	+	2	zd	ae	e		NOT FOUND	
nadpis	-	+	2	s	ai	i		NOT FOUND	
naháč	-	-	2	č	aá	á	áč	NOT FOUND	
nakladač	-	-	3	č	aaa	a	ač	NOT FOUND	
nanuk	-	+	2	k	au	u		NOT FOUND	
narcis	-	+	2	s	ai	i		NOT FOUND	
naschvál	-	+	2	l	aá	á		NOT FOUND	
naturel	-	+	3	l	aue	e		"1. přirozená povaha; 2. druh bavlněné tkaniny"	
navigátor	-	+	4	r	aiáo	o		"lodní, palubní velitel, navigační důstojník; technické zařízení pro navigaci"	артефакт
naviják	-	+	3	k	aiá	á	ák	NOT FOUND	
nedodělek	-	+	4	k	eoěe	e	ek	NOT FOUND	
nedopalek	-	+	4	k	eoae	e	ek	NOT FOUND	
nedostatek	-	+	4	k	eoae	e	ek	NOT FOUND	
neduh	-	+	2	h	eu	u		NOT FOUND	
negativ	-	+	3	v	eai	i		"fotografický, filmový, televizní obraz v doplňkových tónech"	артефакт
negr	+	-	1	gr	e	e		"černoch"	
nehet	-	+	2	t	ee	e		NOT FOUND	
neklid	-	+	2	d	ei	i		NOT FOUND	
nekrolog	-	+	3	g	eoo	o		"písemný nebo ústní projev o životě a významu zemřelého"	
nektar	-	+	2	r	ea	a		"nápoj řeckých bohů dávající nesmrtelnost a věčné mládí; sladká šťáva rostlin"	вещество
nepokoj	-	-	3	j	eoo	o		NOT FOUND	
nepoměr	-	+	3	r	eoě	ě		NOT FOUND	
nepořádek	-	+	4	k	eoáe	e	ek	NOT FOUND	
neprospěch	-	+	3	ch	eoě	ě		NOT FOUND	
nerez	-	+	2	z	ee	e		NOT FOUND	
nerv	-	+	1	rv	e	e		NOT FOUND	
nervák	-	+	2	k	eá	á	ák	NOT FOUND	
nesmysl	-	+	2	sl	ey	y		NOT FOUND	
nesouhlas	-	+	4	s	eoua	a		NOT FOUND	
nesoulad	-	+	4	d	eoua	a		NOT FOUND	
neutrál	-	+	3	l	euá	á		"1. osoba zachovávající nestrannost; 2. nezařazená rychlost v převodovce např. motorového vozidla"	абстрактное понятие
nevděk	-	+	2	k	eě	ě		NOT FOUND	
nevkus	-	+	2	s	eu	u		NOT FOUND	
nevěstinec	-	-	4	c	eěie	e	ec	NOT FOUND	
newton	-	+	2	n	eo	o		"jednotka pro sílu"	
nezájem	-	+	3	m	eáe	e		NOT FOUND	
neúspěch	-	+	3	ch	eúě	ě		NOT FOUND	
nikl	-	+	1	kl	i	i		NOT FOUND	
nit	-	+	1	t	i	i		NOT FOUND	
nocleh	-	+	2	h	oe	e		NOT FOUND	
nok	-	+	1	k	o	o		NOT FOUND	
normál	-	+	2	l	oá	á		"standard, etalon; průměr, průměrný, pravidelný stav"	абстрактное понятие
nos	-	+	1	s	o	o		NOT FOUND	
nosič	-	-	2	č	oi	i	ič	NOT FOUND	
nosník	-	+	2	k	oí	í	ník	NOT FOUND	
notebook	-	+	4	k	oeoo	o		"typ malého přenosného osobního počítače"	артефакт
nováček	-	+	3	k	oáe	e	ek	NOT FOUND	
nočník	-	+	2	k	oí	í		NOT FOUND	
náboj	-	-	2	j	áo	o		NOT FOUND	
nábor	-	+	2	r	áo	o		NOT FOUND	
nácvik	-	+	2	k	ái	i		NOT FOUND	
nádech	-	+	2	ch	áe	e		NOT FOUND	
nádor	-	+	2	r	áo	o		NOT FOUND	
náhled	-	+	2	d	áe	e		NOT FOUND	
náhon	-	+	2	n	áo	o		NOT FOUND	
náhrdelník	-	+	3	k	áeí	í		NOT FOUND	
náhrobek	-	+	3	k	áoe	e	ek	NOT FOUND	
náhubek	-	+	3	k	áue	e	ek	NOT FOUND	
nájem	-	+	2	m	áe	e		NOT FOUND	
nájezd	-	+	2	zd	áe	e		NOT FOUND	
náklad	-	+	2	d	áa	a		NOT FOUND	
náklaďák	-	+	3	k	áaá	á	ák	NOT FOUND	
náklon	-	+	2	n	áo	o		NOT FOUND	
nákres	-	+	2	s	áe	e		NOT FOUND	
nákup	-	+	2	p	áu	u		NOT FOUND	
nálet	-	+	2	t	áe	e		NOT FOUND	
nálev	-	+	2	v	áe	e		NOT FOUND	
nález	-	+	2	z	áe	e		NOT FOUND	
námět	-	+	2	t	áě	ě		NOT FOUND	
nános	-	+	2	s	áo	o		NOT FOUND	
nápad	-	+	2	d	áa	a		NOT FOUND	
nápis	-	+	2	s	ái	i		NOT FOUND	
nápoj	-	-	2	j	áo	o		NOT FOUND	
nápor	-	+	2	r	áo	o		NOT FOUND	
nápěv	-	+	2	v	áě	ě		NOT FOUND	
náramek	-	+	3	k	áae	e	ek	NOT FOUND	
náraz	-	+	2	z	áa	a		NOT FOUND	
nárazník	-	+	3	k	áaí	í	ník	NOT FOUND	
národ	+	+	2	d	áo	o		NOT FOUND	
nárok	-	+	2	k	áo	o		NOT FOUND	
nárt	-	+	1	rt	á	á		NOT FOUND	
nárůst	-	+	2	st	áů	ů		NOT FOUND	
násep	-	+	2	p	áe	e		NOT FOUND	
následek	-	+	3	k	áee	e	ek	NOT FOUND	
násobek	-	+	3	k	áoe	e	ek	NOT FOUND	
nástin	-	+	2	n	ái	i	in	NOT FOUND	
nástroj	-	-	2	j	áo	o		NOT FOUND	
nástup	-	+	2	p	áu	u		NOT FOUND	
nástřik	-	+	2	k	ái	i		NOT FOUND	
nátlak	-	+	2	k	áa	a		NOT FOUND	
nátěr	-	+	2	r	áě	ě		NOT FOUND	
nával	-	+	2	l	áa	a		NOT FOUND	
návod	-	+	2	d	áo	o		NOT FOUND	
návrat	-	+	2	t	áa	a		NOT FOUND	
návrh	-	+	1	vrh	á	á		NOT FOUND	
návyk	-	+	2	k	áy	y		NOT FOUND	
název	-	+	2	v	áe	e		NOT FOUND	
náznak	-	+	2	k	áa	a		NOT FOUND	
názor	-	+	2	r	áo	o		NOT FOUND	
náčelník	-	+	3	k	áeí	í		NOT FOUND	
náčrt	-	+	1	črt	á	á		NOT FOUND	
náčrtek	-	+	2	k	áe	e	ek	NOT FOUND	
nářek	-	+	2	k	áe	e	ek	NOT FOUND	
nářez	-	+	2	z	áe	e		NOT FOUND	
obal	-	+	2	l	oa	a		NOT FOUND	
obchod	-	+	2	d	oo	o		NOT FOUND	
obchvat	-	+	2	t	oa	a		NOT FOUND	
obdiv	-	+	2	v	oi	i		NOT FOUND	
obdélník	+	+	3	k	oéí	í		NOT FOUND	
objekt	-	+	2	kt	oe	e		"předmět, věc"	артефакт
objektiv	-	+	3	v	oei	i		"spojná optická soustava, základní část optických přístrojů"	артефакт
objem	-	+	2	m	oe	e		NOT FOUND	
objev	-	+	2	v	oe	e		NOT FOUND	
objezd	-	+	2	zd	oe	e		NOT FOUND	
obklad	-	+	2	d	oa	a		NOT FOUND	
oblak	-	+	2	k	oa	a		NOT FOUND	
oblek	-	+	2	k	oe	e	ek	NOT FOUND	
oblet	-	+	2	t	oe	e		NOT FOUND	
obličej	-	-	3	j	oie	e		NOT FOUND	
oblouk	-	+	3	k	oou	u		NOT FOUND	
oblázek	-	+	3	k	oáe	e	ek	NOT FOUND	
obláček	-	+	3	k	oáe	e	ek	NOT FOUND	
obnos	-	+	2	s	oo	o		NOT FOUND	
obojek	-	+	3	k	ooe	e	ek	NOT FOUND	
obor	-	+	2	r	oo	o		NOT FOUND	
obrat	-	+	2	t	oa	a		NOT FOUND	
obratel	-	-	3	l	oae	e	el	NOT FOUND	
obraz	-	+	2	z	oa	a		NOT FOUND	
obrazec	-	-	3	c	oae	e	ec	NOT FOUND	
obrubník	-	+	3	k	ouí	í		NOT FOUND	
obruč	-	-	2	č	ou	u		NOT FOUND	
obrys	-	+	2	s	oy	y		NOT FOUND	
obrázek	-	+	3	k	oáe	e	ek	NOT FOUND	
obsah	-	+	2	h	oa	a		NOT FOUND	
obušek	-	+	3	k	oue	e	ek	NOT FOUND	
obvod	-	+	2	d	oo	o		NOT FOUND	
obyčej	-	-	3	j	oye	e		NOT FOUND	
obývák	-	+	3	k	oýá	á	ák	NOT FOUND	
oběd	+	-	2	d	oě	ě		NOT FOUND	
oběh	-	+	2	h	oě	ě		NOT FOUND	
obřad	-	+	2	d	oa	a		NOT FOUND	
ocas	-	+	2	s	oa	a		NOT FOUND	
ocet	+	-	2	t	oe	e		NOT FOUND	
ochoz	-	+	2	z	oo	o		NOT FOUND	
odboj	-	-	2	j	oo	o		NOT FOUND	
odbor	-	+	2	r	oo	o		NOT FOUND	
odbyt	-	+	2	t	oy	y		NOT FOUND	
odběr	-	+	2	r	oě	ě		NOT FOUND	
odchod	-	+	2	d	oo	o		NOT FOUND	
odchyt	-	+	2	t	oy	y		NOT FOUND	
oddech	-	+	2	ch	oe	e		NOT FOUND	
oddych	-	+	2	ch	oy	y		NOT FOUND	
oddíl	-	+	2	l	oí	í		NOT FOUND	
oddělovač	-	-	4	č	oěoa	a	ač	NOT FOUND	
odečet	-	+	3	t	oee	e		NOT FOUND	
odhad	-	+	2	d	oa	a		NOT FOUND	
odjezd	-	+	2	zd	oe	e		NOT FOUND	
odkaz	-	+	2	z	oa	a		NOT FOUND	
odklad	-	+	2	d	oa	a		NOT FOUND	
odklon	-	+	2	n	oo	o		NOT FOUND	
odlesk	-	+	2	sk	oe	e		NOT FOUND	
odlet	-	+	2	t	oe	e		NOT FOUND	
odlitek	-	+	3	k	oie	e	ek	NOT FOUND	
odliv	-	+	2	v	oi	i		NOT FOUND	
odlučovač	-	-	4	č	ouoa	a	ač	NOT FOUND	
odnož	-	-	2	ž	oo	o		NOT FOUND	
odpad	-	+	2	d	oa	a		NOT FOUND	
odpal	-	+	2	l	oa	a		NOT FOUND	
odpis	-	+	2	s	oi	i		NOT FOUND	
odpor	-	+	2	r	oo	o		NOT FOUND	
odposlech	-	+	3	ch	ooe	e		NOT FOUND	
odpočet	-	+	3	t	ooe	e		NOT FOUND	
odpočinek	-	+	4	k	ooie	e	ek	NOT FOUND	
odpustek	-	+	3	k	oue	e	ek	NOT FOUND	
odraz	-	+	2	z	oa	a		NOT FOUND	
odskok	-	+	2	k	oo	o		NOT FOUND	
odstavec	-	-	3	c	oae	e	ec	NOT FOUND	
odstup	-	+	2	p	ou	u		NOT FOUND	
odstín	-	+	2	n	oí	í		NOT FOUND	
odstřel	-	+	2	l	oe	e		NOT FOUND	
odsun	-	+	2	n	ou	u		NOT FOUND	
odtok	-	+	2	k	oo	o		NOT FOUND	
odvar	-	+	2	r	oa	a		NOT FOUND	
odvod	-	+	2	d	oo	o		NOT FOUND	
odvoz	-	+	2	z	oo	o		NOT FOUND	
oděr	-	+	2	r	oě	ě		NOT FOUND	
oděv	-	+	2	v	oě	ě		NOT FOUND	
odřezek	-	+	3	k	oee	e	ek	NOT FOUND	
ofsajd	-	+	2	jd	oa	a		"postavení mimo hru"	
ofset	-	+	2	t	oe	e		"přenosný rotační tisk z plochy"	
oheň	-	-	2	ň	oe	e		NOT FOUND	
ohlas	-	+	2	s	oa	a		NOT FOUND	
ohled	-	+	2	d	oe	e		NOT FOUND	
ohon	-	+	2	n	oo	o		NOT FOUND	
ohyb	-	+	2	b	oy	y		NOT FOUND	
ohňostroj	-	-	3	j	ooo	o		NOT FOUND	
ohřev	-	+	2	v	oe	e		NOT FOUND	
ohřívač	-	-	3	č	oía	a	ač	NOT FOUND	
okamžik	-	+	3	k	oai	i		NOT FOUND	
okap	-	+	2	p	oa	a		NOT FOUND	
okraj	-	-	2	j	oa	a		NOT FOUND	
okres	-	+	2	s	oe	e		NOT FOUND	
okrsek	-	+	2	k	oe	e	ek	NOT FOUND	
okruh	-	+	2	h	ou	u		NOT FOUND	
okultismus	-	+	4	s	ouiu	u		"názor o existenci nadpřirozených (neznámých) sil a skutečnosti i praktiky s nimi spojené"	абстрактное понятие
okurek	-	+	3	k	oue	e	ek	NOT FOUND	
olej	-	-	2	j	oe	e		NOT FOUND	
omak	-	+	2	k	oa	a		NOT FOUND	
omezovač	-	-	4	č	oeoa	a	ač	NOT FOUND	
omyl	-	+	2	l	oy	y		NOT FOUND	
onyx	-	+	2	x	oy	y		"černobílý nebo červenobílý achát, polodrahokam / viz Akademický slovník cizích slov"	вещество
opak	-	+	2	k	oa	a		NOT FOUND	
opakovač	-	-	4	č	oaoa	a	ač	NOT FOUND	
opar	-	+	2	r	oa	a		NOT FOUND	
opasek	-	+	3	k	oae	e	ek	NOT FOUND	
operátor	-	+	4	r	oeáo	o		"početní symbol, symbol předepisující určitou početní operaci, všeobecná instrukce, kvantifikátor; pracovník obsluhující počítač"	
opis	-	+	2	s	oi	i		NOT FOUND	
orbital	-	+	3	l	oia	a		"vlnová funkce jednoho elektronu; oblast nejpravděpodobnějšího výskytu elektronu"	
organizátor	-	+	5	r	oaiáo	o		NOT FOUND	
orgán	-	+	2	n	oá	á	án	"1. část organizmu mající určitou funkci, ústrojí; 2. osoba pověřená výkonnou mocí; 3. prostředník k projevení vůle, názoru (instituce, časopis)"	
orkán	-	+	2	n	oá	á	án	"vítr s ničivými účinky, s rychlostí větší než 118 km/hod"	
ornament	-	+	3	nt	oae	e		"lineární nebo plastický ozdobný umělecký útvar; ozdoba"	
ortel	-	+	2	l	oe	e		"rozsudek; nemilosrdné zhodnocení"	
osciloskop	-	+	4	p	oioo	o		NOT FOUND	
ostatek	-	+	3	k	oae	e	ek	NOT FOUND	абстрактное понятие
osten	-	+	2	n	oe	e		NOT FOUND	
ostrov	+	-	2	v	oo	o		NOT FOUND	
ostrůvek	-	+	3	k	oůe	e	ek	NOT FOUND	
ostych	-	+	2	ch	oy	y		NOT FOUND	
osud	-	+	2	d	ou	u		NOT FOUND	
osvit	-	+	2	t	oi	i		NOT FOUND	
otazník	-	+	3	k	oaí	í		NOT FOUND	
otisk	-	+	2	sk	oi	i		NOT FOUND	
otok	-	+	2	k	oo	o		NOT FOUND	
otvor	-	+	2	r	oo	o		NOT FOUND	
otvírák	-	+	3	k	oíá	á	ák	NOT FOUND	
otáčkoměr	-	+	4	r	oáoě	ě		NOT FOUND	
otěr	-	+	2	r	oě	ě		NOT FOUND	
otřes	-	+	2	s	oe	e		NOT FOUND	
ovladač	-	-	3	č	oaa	a	ač	NOT FOUND	
ovládač	-	-	3	č	oáa	a	ač	NOT FOUND	
oxid	-	+	2	d	oi	i		"sloučenina chemického prvku s kyslíkem, kysličník"	вещество
oznamovatel	-	-	5	l	oaoae	e		NOT FOUND	
ořech	-	+	2	ch	oe	e		NOT FOUND	
oříšek	-	+	3	k	oíe	e	ek	NOT FOUND	
oštěp	-	+	2	p	oě	ě		NOT FOUND	
pach	-	+	1	ch	a	a		NOT FOUND	
pacholek	-	+	3	k	aoe	e	ek	NOT FOUND	
padák	-	+	2	k	aá	á	ák	NOT FOUND	
padělek	-	+	3	k	aěe	e	ek	NOT FOUND	
pahorek	-	+	3	k	aoe	e	ek	NOT FOUND	
pahýl	-	+	2	l	aý	ý		NOT FOUND	
paket	-	+	2	t	ae	e		"balík, svazek"	артефакт
pakt	-	+	1	kt	a	a		NOT FOUND	
palcát	-	+	2	t	aá	á		NOT FOUND	
palec	-	-	2	c	ae	e	ec	NOT FOUND	
palmtop	-	+	2	p	ao	o		NOT FOUND	
pamlsek	-	+	2	k	ae	e	ek	NOT FOUND	
památník	-	+	3	k	aáí	í		NOT FOUND	
pancíř	-	-	2	ř	aí	í		NOT FOUND	
panel	-	+	2	l	ae	e		NOT FOUND	
pant	-	+	1	nt	a	a		"okenní nebo dveřní závěs; popruh; ústa, pusa, huba"	
panter	-	+	2	r	ae	e		"levhart, leopard"	
panák	-	+	2	k	aá	á	ák	NOT FOUND	
paprsek	-	+	2	k	ae	e	ek	NOT FOUND	
papyrus	-	+	3	s	ayu	u		"šáchor papírodárný; rostlina, ze které se ve starověku vyráběla látka na psaní; tato látka; rukopis na něm psaný"	вещество
papír	-	+	2	r	aí	í		NOT FOUND	вещество
papírek	-	+	3	k	aíe	e	ek	NOT FOUND	
para	+	-	2		aa	a		"olejnaté semeno juvie ztepilé, juviový ořech"	
paragliding	-	+	4	ng	aaii	i		"sportovní parašutistická disciplína se speciálně upraveným padákem"	
paragon	-	+	3	n	aao	o		"pokladní blok, účtenka"	
paragraf	-	+	3	f	aaa	a		"vymezená a číslem označená část zákona, právní normy, odborného spisu; grafická značka pro odsek"	
parapet	-	+	3	t	aae	e		"podokenní část stěny, poprsník; nízká zídka sloužící jako zábradlí"	
parašutismus	-	+	5	s	aauiu	u		"seskoky z výsadkového letadla s použitím padáku"	артефакт
pardon	-	+	2	n	ao	o		"prominutí, odpuštění, milost; žádost o dovolení; omluva"	
parfém	-	+	2	m	aé	é		"voňavka; vůně"	
park	-	+	1	rk	a	a		NOT FOUND	
parlament	-	+	3	nt	aae	e		"shromáždění poslanců, sněm, sněmovna; v některých státech nejvyšší zastupitelský orgán"	
parník	-	+	2	k	aí	í		NOT FOUND	
paroh	-	+	2	h	ao	o		NOT FOUND	
part	-	+	1	rt	a	a		"notový zápis jednoho hlasu skladby, partes; úloha (divadelní, filmová)"	
pas	-	+	1	s	a	a		"1. úřední průkaz nebo oprávnění, cestovní doklad; 2. ve sportovních hrách obvykle delší přihrávka; 3. hláška v kartách o vynechání hry; 4. taneční krok; 5. průsmyk, průchod horským sedlem"	
pascal	-	+	2	l	aa	a		"jednotka pro tlak"	
pastorek	-	+	3	k	aoe	e	ek	"1. ozubené kolo s malým počtem zubů; 2. nevlastní dítě"	
pasťák	-	+	2	k	aá	á	ák	NOT FOUND	
pat	-	+	1	t	a	a		"nerozhodný šachový výsledek; bezvýchodné postavení"	
patent	-	+	2	nt	ae	e		"1. právně chráněný vynález; 2. výsadní listina, dokument, právní norma; výsada; 3. lem, pružná pletenina na svetry kolem pasu, na rukávech"	абстрактное понятие
patos	-	+	2	s	ao	o		"vzrušený stav, prudké hnutí mysli; vzletný způsob projevu"	
patriotismus	-	+	5	s	aioiu	u		"vlastenectví, láska k rodišti"	абстрактное понятие
patron	-	+	2	n	ao	o		"ochránce, příznivec; divný člověk, podivín"	
patronát	-	+	3	t	aoá	á		"ochrana, záštita, patronace"	абстрактное понятие
pavilon	-	+	3	n	aio	o		"ozdobná stavba; stavba postavená na speciální účely"	
pazourek	-	+	4	k	aoue	e	ek	NOT FOUND	
pačes	-	+	2	s	ae	e		NOT FOUND	
pařez	-	+	2	z	ae	e		NOT FOUND	
pařát	-	+	2	t	aá	á		NOT FOUND	
pažit	-	+	2	t	ai	i		NOT FOUND	
pekáč	-	-	2	č	eá	á	áč	NOT FOUND	
pelech	-	+	2	ch	ee	e		NOT FOUND	
pelyněk	-	+	3	k	eyě	ě		NOT FOUND	
pendrek	-	+	2	k	ee	e	ek	"1. černohnědá až černá gumovitá tyčinka obsahující výtažek z oddenku lékořice; 2. gumový obušek policistů; 3. vůbec nic"	
penis	-	+	2	s	ei	i		"mužský pohlavní orgán, pyj"	
peníz	-	-	2	z	eí	í		NOT FOUND	
pepř	-	-	1	př	e	e		NOT FOUND	
periskop	-	+	3	p	eio	o		"optický přístroj k nepřímému pozorování; jednoduchý symetrický objektiv"	артефакт
perlík	-	+	2	k	eí	í		NOT FOUND	
personál	-	+	3	l	eoá	á		"kolektiv lidí zaměstnaných, obsluhujících"	
pervitin	-	+	3	n	eii	i	in	"uměle připravená droga typu benzedrinu s účinky podobnými účinkům kokainu"	
pesimismus	-	+	4	s	eiiu	u		"bezvýchodnost, beznaděj, ztráta perspektiv, škarohlídství, nedůvěra v budoucnost"	абстрактное понятие
petrklíč	-	-	2	č	eí	í		NOT FOUND	
petrolej	-	-	3	j	eoe	e		NOT FOUND	
pigment	-	+	2	nt	ie	e		"prášková látka, nerozpustná v daném pojivu, používaná k barvení; látka různého chemického složení uložená zejm. v živočišných buňkách"	вещество
piják	-	+	2	k	iá	á	ák	NOT FOUND	
pik	-	+	1	k	i	i		NOT FOUND	
piktogram	-	+	3	m	ioa	a		"grafický znak znázorňující pojem nebo sdělení obrazově (např. dopravní značky), piktograf"	
pilník	-	+	2	k	ií	í		NOT FOUND	
pilot	-	+	2	t	io	o	ot	"1. řidič letadla nebo závodního automobilu; kormidelník, lodivod; 2. mořská ryba druhu makrel"	
pilíř	-	-	2	ř	ií	í		NOT FOUND	
pin	-	+	1	n	i	i		NOT FOUND	
pionýr	-	+	3	r	ioý	ý		"1. průkopník, první osadník, člověk hledající nové cesty; 2. zákopník, příslušník ženijního vojska; 3. člen dětské (Pionýrské) organizace"	
pivot	-	+	2	t	io	o	ot	"ve sportovních hrách obrat, otočka; pivotman"	
pivovar	-	+	3	r	ioa	a		NOT FOUND	
piškot	-	+	2	t	io	o	ot	NOT FOUND	
plagiát	-	+	3	t	aiá	á		"podvrh; úmyslná napodobenina vydávaná za vlastní dílo; umělecká nebo vědecká krádež"	абстрактное понятие
plakát	-	+	2	t	aá	á		NOT FOUND	
plamen	-	+	2	n	ae	e		NOT FOUND	
plast	-	+	1	st	a	a		"materiál, jehož podstatnou složkou jsou polymery; umělá hmota"	вещество
plat	-	+	1	t	a	a		NOT FOUND	
platan	-	+	2	n	aa	a	an	NOT FOUND	
playback	-	+	3	ck	aya	a		"postsynchronní nahrání zvuku (obrazu) k obrazu (zvuku) předem natočenému; příslušné technické zařízení"	
plebiscit	-	+	3	t	eii	i		"lidové hlasování, referendum"	
plech	-	+	1	ch	e	e		NOT FOUND	
ples	-	+	1	s	e	e		NOT FOUND	
plevel	-	+	2	l	ee	e		NOT FOUND	
plnovous	-	+	3	s	oou	u		NOT FOUND	
plod	-	+	1	d	o	o		NOT FOUND	
plot	-	+	1	t	o	o		NOT FOUND	
plovák	-	+	2	k	oá	á	ák	NOT FOUND	
pluh	-	+	1	h	u	u		NOT FOUND	
pluk	-	+	1	k	u	u		NOT FOUND	
plurál	-	+	2	l	uá	á		"množné číslo"	абстрактное понятие
plus	-	+	1	s	u	u		"výhoda, klad, přednost; znaménko sčítání"	
plyn	-	+	1	n	y	y		NOT FOUND	
plynovod	-	+	3	d	yoo	o		NOT FOUND	
plán	-	+	1	n	á	á		NOT FOUND	
plánek	-	+	2	k	áe	e	ek	NOT FOUND	
plát	-	+	1	t	á	á		NOT FOUND	
plátek	-	+	2	k	áe	e	ek	NOT FOUND	
pláč	-	-	1	č	á	á		NOT FOUND	
pláštík	-	+	2	k	áí	í		NOT FOUND	
plášť	-	-	1	šť	á	á		NOT FOUND	
plíšek	-	+	2	k	íe	e	ek	NOT FOUND	
pobyt	-	+	2	t	oy	y		NOT FOUND	
pochod	-	+	2	d	oo	o		NOT FOUND	
pocit	-	+	2	t	oi	i		NOT FOUND	
podavač	-	-	3	č	oaa	a	ač	NOT FOUND	
podchod	-	+	2	d	oo	o		NOT FOUND	
podhled	-	+	2	d	oe	e		NOT FOUND	
podklad	-	+	2	d	oa	a		NOT FOUND	
podmět	-	+	2	t	oě	ě		NOT FOUND	
podnik	-	+	2	k	oi	i		NOT FOUND	
podnos	-	+	2	s	oo	o		NOT FOUND	
podnož	-	-	2	ž	oo	o		NOT FOUND	
podnájem	-	+	3	m	oáe	e		NOT FOUND	
podnět	-	+	2	t	oě	ě		NOT FOUND	
podpatek	-	+	3	k	oae	e	ek	NOT FOUND	
podpis	-	+	2	s	oi	i		NOT FOUND	
podraz	-	+	2	z	oa	a		NOT FOUND	
podrost	-	+	2	st	oo	o		NOT FOUND	
podstavec	-	-	3	c	oae	e	ec	NOT FOUND	
podsystém	-	+	3	m	oyé	é		NOT FOUND	
podtext	-	+	2	xt	oe	e		NOT FOUND	
podtitul	-	+	3	l	oiu	u		NOT FOUND	
podtitulek	-	+	4	k	oiue	e	ek	NOT FOUND	
podtlak	-	+	2	k	oa	a		NOT FOUND	
podtón	-	+	2	n	oó	ó		NOT FOUND	
podvečer	+	-	3	r	oee	e		NOT FOUND	
podvod	-	+	2	d	oo	o		NOT FOUND	
podvozek	-	+	3	k	ooe	e	ek	NOT FOUND	
podvrh	-	+	1	dvrh	o	o		NOT FOUND	
podvýbor	-	+	3	r	oýo	o		NOT FOUND	
podzim	-	+	2	m	oi	i		NOT FOUND	
podíl	-	+	2	l	oí	í		NOT FOUND	
pohlavek	-	+	3	k	oae	e	ek	NOT FOUND	
pohled	-	+	2	d	oe	e		NOT FOUND	
pohon	-	+	2	n	oo	o		NOT FOUND	
pohovor	-	+	3	r	ooo	o		NOT FOUND	
pohyb	-	+	2	b	oy	y		NOT FOUND	
pohár	-	+	2	r	oá	á		NOT FOUND	
pohárek	-	+	3	k	oáe	e	ek	NOT FOUND	
pohřeb	-	+	2	b	oe	e		NOT FOUND	
pojem	-	+	2	m	oe	e		NOT FOUND	
pokec	-	+	2	c	oe	e	ec	NOT FOUND	
pokles	-	+	2	s	oe	e		NOT FOUND	
poklesek	-	+	3	k	oee	e	ek	NOT FOUND	
poklid	-	+	2	d	oi	i		NOT FOUND	
poklop	-	+	2	p	oo	o		NOT FOUND	
poklopec	-	-	3	c	ooe	e	ec	NOT FOUND	
poklus	-	+	2	s	ou	u		NOT FOUND	
pokoj	-	-	2	j	oo	o		NOT FOUND	
pokojík	+	+	3	k	ooí	í	ík	NOT FOUND	
