word	-a	-u	syllables	last cons. cluster	all vowels	last vowel	suffix	meaning	semantics
якір	+	-	2	р	яі	і		"якоря, 1. Пристрій для утримання на місці суден, плавучих маяків тощо у вигляді металевого стержня з лапами, які чіпляються за ґрунт. Стукіт мотора затих, і з катера впав у зелену глибочінь трилапий якір Чути було, як гриміли ланцюги якоря, як опускали трап і як по ньому задріботіли пасажири Дубок похитувався серед гавані на якорі. Він був цілком безлюдний  * Образно. О тиха пристане робочого стола, Де ще на якорях дрімають вірні рими, Де мислі щоглами підносяться стрункими, Струмують образи, як понадводна мла! З будинку чути грюкіт посуду і голос Клеопатри: «Мовчи, медуза, іржавий якір, зламана щогла!» //  Зображення такого пристрою як емблема моряків. На морському кітелі, що облягає могутні плечі Дорошенка, — якір, ланцюг і секстан. Хлопцям просто очі вбирає той значок Тріпотіли на вітрі чорні стрічки з золотими якорями ▲ Становий якір див. становий 2. ♦ Зніматися (знятися) з якоря див. зніматися; Кидати (кинути) якір: а) зупинятися для стоянки, опускаючи в воду стержень з лапами. Вона [канонерка].. стала в гавані біля хвилеріза й моментально кинула якір Невеличке, але швидкохідне і елегантне спортивне судно.. з'явилось перед Одесою ще третього дня ввечері і кинуло якір на рейді б) знаходити собі пристановище. Де ж кінець цим вічним мандрам? Де той порт, в якому кине він свій важкий життєвий якір, де знайде він свою сім'ю, жінку, діток? Де це нарешті буде? Ставати (стати) на якір (на якорі) див. ставати; Стояти на якорі див. стояти; Якір порятунку (рятування) — остання надія, останній засіб для врятування. Приїзд Марусі завжди був для попівен свого роду якорем рятування, що хоч на деякий час виводив їх з тиші й нудоти одноманітного сільського життя 2. ел. Обертова частина електричної машини постійного струму; ротор. Якір призначений для з'єднання всіх обертових секцій обмотки і для рівномірного переміщення їх у магнітному полі генератора Треба було розібрати машину, вийняти геть якір, перемотати його, треба було — як казали добровільні помічники майстрів: «Із старого зробити нове...»"	
яловий	-	-	3	й	яои	и		NOT FOUND	
яр	-	+	1	р	я	я		"1, у, 1. Глибока довга западина (перев. з крутими або прямовисними схилами), що утворилася внаслідок розмиву пухких осадових порід тимчасовими потоками.  * Образно. 2. перен., розм. Те саме, що прірва 2" ЯР 2, і, жін. 1. діал. Ярина (у 1 знач.). 2. поет. Те саме, що весна ЯР 3, і, жін., розм., рідко. Те саме, що лютість ЯР 4, і, жін. Зелена фарба, яку одержують шляхом окислення міді.  * У порівняннях. //  Зелене листя дерев, кущів і т. інярина	
ярлик	+	-	2	к	яи	и	ик	"а, 1. іст. Грамота, письмовий указ хана Золотої Орди, що надавав право на управління окремими підлеглими їй областями або державами. Тверський великий князь Михайло Ярославич на початку XIV ст. дістав від татар ярлик на велике княжіння Владимирське — Предок того Халіля.. відвів коня ханові, і дав йому хан ярлик на нашу землю 2. Наклейка на предметі, товарі із зазначенням назви, кількості, місця виготовлення, номера або інших відомостей; етикетка. На щепі, що привіз колгоспний садівник, Маленька дощечка при самім окоренку: Оповіщає всіх прив'язаний ярлик, Що сливу названо — Поліна Осипенко На деяких пластинках ще були ярлики з комісійними цінами Перекладач показав Мічуріну.. на обліплені безліччю ярликів чемодани й повів американців у двір 3. перен. Характеристика, що її дають за шаблоном, традицією, звичкою кому-, чому-небудь. ♦ Вішати (повісити, клеїти, наклеїти) ярлик на кого, кому — несправедливо звинувачувати когось у чому-небудь. Саме такі, як Сава Чалий, і допомагали шляхті наклеїти на гайдамаків ярлик розбійників і грабіжників"	
ярмарок	-	+	3	к	яао	о	ок	"рку, Торг, який влаштовується регулярно, в певну пору року і в певному місці для продажу й купівлі товарів. На заході понад лісом шумує ярмарок, осінній, роковий — з волами, з козаками, з краму усякого горами, з вина червоного водоспадами В торгових рядах — гори товарів. Не було, здається, такої речі на світі, що її не можна було б купити на цьому багатющому ярмарку! Лейпцігський ярмарок існує з другої половини XIII сторіччя і збирається двічі на рік — весною та восени  * Образно. Корній Кирилович Недокус, як-то кажуть, уже не на ярмарок, а з ярмарку чимчикував Виступав перед червоно армійця ми Леонід Бронников. Говорив він про минуле цього краю, про тисячі й тисячі заробітчан, які щовесни йшли сюди на каховські людські ярмарки продавати поміщикам свої мозолясті руки  * У порівняннях. Коло річки й на вулицях гармидер, крик, тіснота, як на ярмарку... На станції, мов на ярмарку, — всюди тачанки, тачанки, тачанки! //  перен., розм. Місце скупчення кого-, чого-небудь, де багато шуму, галасу, велике пожвавлення і т. ін. [Когут:] А на мосту... Людей і підвід — цілий ярмарок! Кричать, товпляться, душать один одного Раптово.. до приймальні зайшов Гаманюк. Як завжди, Христя підвелася йому назустріч з винуватою посмішкою: — Що це в тебе за ярмарок? — спитав невдоволено. — Такий сьогодні прийом, — пояснила півголосом  Кінський ярмарок див. кінський; Контрактовий ярмарок — торг, на якому укладали контракти на оптовий продаж і купівлю товарів; Пташиний ярмарок див. пташиний. ♦ Пропав, як собака на ярмарку див. пропадати"	
ярок	+	-	2	к	яо	о	ок	"ярка, 1. Зменш.-пестл. до яр 1. В ярок Марія до криниці Швиденько кинулася Дорога до річки йшла низом, ярком Ліворуч чорнів невеличкий ярок, зарослий терном В ярках шипшина червоніє, летить бджола, і квітне мак 2. діал. Рівчак. Ярок тече"	
ять	+	-	1	ть	я	я		"ятя, Назва літери (Ь) церковнослов'янської й дореволюційної російської абетки, що позначала звук, який пізніше в українській мові розвинувся в «і». Скільки літ, не зна ніхто — П'ятдесят чи може сто. Бо і тих, що вже старі, По колишнім букварі Він учив читать, писать Через іжицю і ять . ♦ На ять: а) (у знач. прикм.) найвищої якості. [Марко:] Стайня у вас і коні на ять... б) (у знач. присл.) дуже добре. [Шметелюк:] Хай побачать, хто такий Шметелюк! Я заробляю на ять і все одержую на ударницькі талони"	
ятір	+	-	2	р	яі	і		"ятера, Риболовне знаряддя типу пастки (сітка, натягнута на обручі), що його встановлюють на дно водоймищ.  * Образно"	
ятірець	+	-	3	ць	яіе	е	ець	"ЯТЕРЕЦЬ, ятірця, Зменш.-пестл. до ятір.  * Образно"	
ящик	+	-	2	к	яи	и		"а, Виріб з дощок, фанери і т. ін. (перев. чотирикутний), який використовують для пакування, зберігання або перенесення чого-небудь. Вчора я отримала гроші, але ще їх не чіпала, а сховала в ящик З ранку до ночі Шевченко пиляв і стругав, збивав ящики, щось пакував або зашивав у рогожу Лікар втягнув до кімнати великий дерев'яний ящик.. Почали вкладатись. І тут виявилося, що ящик занадто тісний  * Образно. Вночі йому сниться сон, який перевертає душу: з темного кутка дивляться на нього батькові очі, а під стелею гримить голос: «Ти зробив те, що я тобі заповідав? Ти знаєш, хто мене зжив зі світу, чи вже забув?» — гогоче батько в кам'яному ящику тюрми //  Міра, що дорівнює вмісту ящика. — У нас на борту є три ящики книжок //  Кузов автомобіля, візка і т. ін. Партизан скидає сіно. Уже в самому ящику воза лишилося Закотила [Даринка] возик у чагарник, збігала в землянку по сокиру, подалася в берег, нарубала лози, підплела ящик — і став возик як новий  Зарядний ящик — візок для перевезення артилерійських сіті рядів. На узбіччях дороги покинуті гармати, зарядні ящики з перерубаними посторонками Рота німецьких солдатів щільною купою відпочивала біля поставлених у козла гвинтівок, поряд стояли дві гармати з зарядними ящиками на колесах ♦ Відкладати (відкласти) в довгий ящик див. довгий; Відкладати (відкласти) справи (справу) в довгий ящик див. справа 1"	
європарламент	-	+	5	нт	єоаае	е		NOT FOUND	
єврофундаменталізм	-	+	7	зм	єоуаеаі	і	ізм	NOT FOUND	абстрактное понятие
ємкий	+	-	2	й	єи	и		"ємка, ємке. Який може вмістити велику кількість чого-небудь; місткий.  * Образно"	
іго	+	-	2		іо	о		"а, сер., заст. Ярмо (у 2 знач.). Десь за морями у невідомій землі жив собі темний народ. Тяг він на своїх плечах подвійну неволю: робив на своїх панів і був під ігом другого царства Смутні часи татаро-монгольського іга довго тривали на землі руській"	
ідеал	-	+	3	л	іеа	а	л	"у, 1. Найвища мета, до якої прагнуть люди і яка керує їхньою діяльністю тощо. Вірю я в правду свого ідеалу, і коли б я тую віру зламала, віра б зламалась у власне життя Рівність, братерство і воля усім — Наші були ідеали Наш суспільний ідеал — комунізм 2. кого, чого. Взірець досконалості. Потроху воно перейняла чорне убрання і гладке чесання волосся від чоловікової сестри.., про яку, бувало, чоловік каже, що вона ідеал жінки Для Петра старший лейтенант Корольов був ідеалом офіцера (Багмуі, Щасл. день.., 1951, 66); //  чий. Про того, хто є для когось втіленням найкращих якостей тощо. Серце в неї тьохнуло: вона пізнала Септара —.. завзятого провідника, образ якого бідна дівчина довго носить у серці, хоч не сміє й очей звести на свій ідеал"	абстрактное понятие
ідеалізм	-	+	4	зм	іеаі	і	ізм	"у, 1. Реакційний, антинауковий напрям у філософії, який на противагу матеріалізмові хибно вважає ідею, дух, свідомість первісним, а природу, буття, матерію — вторинним. (Деклар. наради.., 1957, 14); 2. Схильність безкорисливо служити будь-якій справі, відданість високим моральним ідеалам. 3. Схильність до ідеалізації дійсності"	абстрактное понятие
ідіоморфізм	-	+	5	зм	ііооі	і	ізм	NOT FOUND	
ізвір	-	+	2	р	іі	і		"див. звір 2"	
ізолятор	+	-	4	р	іояо	о		"а, 1. Речовина, що не проводить електричного струму; діелектрик. 2. Виріб для ізоляції та кріплення дроту. 3. Приміщення для тимчасової ізоляції людей із заразними хворобами тощо. //  Спеціально пристосоване приміщення для тварин із заразними хворобами"	
ізоморфізм	-	+	4	зм	іооі	і	ізм	"у, хім. Здатність хімічних елементів заміщати один одного в кристалах без порушення будови останніх"	
ізохронізм	-	+	4	зм	іооі	і	ізм	NOT FOUND	
іконостас	+	-	4	с	іооа	а		"а, Стіна із вставленими в неї іконами, яка в православній церкві відокремлює вівтар від центральної частини"	артефакт
ілюзіонізм	-	+	5	зм	іюіоі	і	ізм	"у, 1. філос. Суб'єктивно-ідеалістичний погляд, згідно з яким матеріальний світ є видимість, ілюзія. 2. Вид циркового мистецтва, суть якого в тому, що актор за допомогою спеціальної апаратури, приладів викликає в глядачів обманливі зорові та слухові враження"	абстрактное понятие
імажинізм	-	+	4	зм	іаиі	і	ізм	"у, Формалістичний напрям у мистецтві й літературі початку XX ст., що характеризується запереченням ідейності мистецтва та пошуками нових зображальних засобів у поезії, зокрема — створенням примхливих і не пов'язаних між собою словесних образів"	абстрактное понятие
імморалізм	-	+	4	зм	іоаі	і	ізм	"у, книжн., рідко. Те саме, що аморалізм"	абстрактное понятие
імператив	+	+	4	в	іеаи	и		"у, 1. книжн. Беззастережна, категорична вимога; веління, наказ. Зауваження рецензента аж ніяк не можуть бути імперативом для автора 2. грам. Те саме, що Наказовий спосіб (див. наказовий)"	абстрактное понятие
імперіалізм	-	+	5	зм	іеіаі	і	ізм	"у, 1. Остання, найвища стадія розвитку капіталізму, в яку він вступив наприкінці XIX — початку XX ст. і для якої характерним є панування монополій, боротьба між великими державами за джерела сировини, ринки збуту, чужі території тощо. Імперіалізм є найвищий ступінь розвитку капіталізму, досягнутий лише в XX столітті При імперіалізмі вирішальну роль в житті капіталістичних держав набувають монополістичні об'єднання капіталістів і банки 2. Капіталістичні держави на цій стадії капіталізму або їх керівна верхівка, що провадить загарбницьку політику. Організатором і натхненником збройної боротьби проти Радянської республіки був міжнародний імперіалізм Радянські вчені довели цілковиту неспроможність реакційних расових теорій, з допомогою яких «вчені» прислужники імперіалізму . виправдують колоніальне поневолення і грабіжницькі війни"	абстрактное понятие
імпорт	-	+	2	рт	іо	о		"у, 1. Ввезення в країну товарів з-за кордону; протилежне експорт. В 1934—35 рр., коли чорна металургія СРСР досягла виключно великих успіхів, імпорт металу різко скоротився, а трохи пізніше і зовсім припинився Імпорт готової продукції. 2. Загальна кількість або загальна вартість товарів, ввезених у країну. Англійських товарів у всеіндійському імпорті було 53%"	абстрактное понятие
імпресіонізм	-	+	5	зм	іеіоі	і	ізм	"у, Напрям у мистецтві й літературі, що виник у кінці XIX ст. і прагнув відтворити найтонші суб'єктивні відчуття й переживання художника, письменника, скороминучі враження тощо"	абстрактное понятие
імпульс	-	+	2	льс	іу	у		"у, 1. Внутрішній поштовх, спонукання до якої-небудь дії. 2. фізл. Раптове й короткочасне збудження в нервових елементах, зумовлене їх подразненням і спрямоване на виконання певних дій. 3. фіз. Кількість руху, яка дорівнює добуткові маси тіла на його швидкість. ▲ Електричний імпульс — короткочасний стрибок електричного струму або напруги в електричному колі"	
імпічмент	-	+	3	нт	ііе	е		NOT FOUND	
імунодефіцит	-	+	6	т	іуоеіи	и	ит	NOT FOUND	
імунітет	-	+	4	т	іуіе	е		"у, 1. мед., біол. Несприйнятливість організму до збудників заразних хвороб, до отруєння; стійкість організму проти зараження, отруєння. Несприйнятливість до проникнення паразитів, до дії їх отруйних продуктів і взагалі до дії чужорідних речовин, що потрапляють в організм, зветься імунітетом Людина, що перенесла інфекцію, стає несприйнятливою до повторного зараження — набуває активного імунітету 2. юр. Звільнення дипломатичних працівників від деяких правових норм тієї держави, в якій вони акредитовані. На працівників торгпредства.. не можуть не поширюватися ті самі дипломатичні привілеї та імунітети, якими користуються відповідальні категорії співробітників посольств"	
імідж	-	+	2	дж	іі	і		NOT FOUND	абстрактное понятие
інвентар	-	+	3	р	іеа	а	ар	"я, 1. Сукупність господарських або інших предметів, що входять до складу майна якого-небудь господарства, підприємства або установи. 2. заст. Список майна, особливо рухомого. ▲ Живий інвентар — те саме, що Живий реманент (див. реманент). Мертвий інвентар — те саме, що Мертвий реманент (див. реманент)"	
індекс	-	+	2	кс	іе	е		"у, 1. Покажчик, список, перелік чого-небудь. Індекс товарів. 2. ек. Цифровий показник, який у процентах виражає послідовні зміни якого-небудь економічного явища. Індекс продуктивності праці. 3. спец. Умовне позначення, здебільшого сполучення чисел або літер, що вживається в бібліотечній класифікації книжкових розділів. 4. мат. Числовий або літерний покажчик, що найчастіше пишеться внизу літери або цифри математичного виразу для відрізнення його від іншого (напр., А2, Хп)"	
індетермінізм	-	+	5	зм	іееіі	і	ізм	"у, філос. Антинаукове ідеалістичне вчення, що відкидає загальну закономірність і причинну залежність явищ у природі та суспільстві й визнає абсолютну «свободу» людської волі"	абстрактное понятие
індивідуалізм	-	+	6	зм	іиіуаі	і	ізм	"у, Буржуазний приватновласницький погляд, що протиставляє егоїстичні інтереси окремої особи інтересам суспільства, який ставить особисті інтереси вище інтересів суспільства, колективу. //  Прагнення до яскравого вираження своєї особистості незалежно від колективу, а також поведінка, що виражає таке прагнення"	абстрактное понятие
індикатор	+	+	4	р	іиао	о		"а, спец. 1. Прилад для визначання, вимірювання, записування фізичних величин (тиску, навантаження тощо). 2. Речовина, що після введення до розчину змінює свій колір або колір розчину й таким чином дає змогу визначити його хімічну природу. 3. Бібліотечна картотека, картки якої показують, кому видана книжка"	
інжиніринг	-	+	4	нг	іиіи	и		NOT FOUND	
інстинкт	-	+	2	нкт	іи	и		"у, 1. біол. Вроджена, типова для кожного виду тварин здатність до виконання певних доцільних дій у відповідь на зміни внутрішнього або зовнішнього середовища. 2. Несвідоме й нездоланне прагнення, потяг до чого-небудь. 3. перен. Підсвідоме чуття"	
інститут	-	+	3	т	іиу	у		"у, 1. Назва деяких вищих навчальних закладів і наукових установ. З будівництва пішов учитися і тепер не без гордощів міг уже похвалитися тим, що він — студент розвідувального факультету політехнічного інституту Перед самою війною він закінчив середню школу і мріяв про художній інститут Медичний інститут; Інститут мовознавства ім. О. О. Потебні Академії наук УРСР. 2. У дореволюційній Росії — закритого типу жіночий середній навчальний заклад для дітей дворян. Умилася. А добрі люде Прибрали, в Київ одвезли У інститут Батько хотів оддати її в гімназію або в інститут Інститут шляхетних дівчат. 3. юр. Сукупність правових норм у якій-небудь галузі суспільних відносин. Основне зло сучасного ладу Панас Мирний бачив в існуванні інституту приватної власності Інститут шлюбу"	
інструмент	+	+	3	нт	іуе	е		"1. род. а. Знаряддя для праці. — Ви гадаєте, нам пощастить його врятувати? — запитав його [хірурга] асистент, що вбіг саме до перев'язочної й почав подавати зі звичною точністю інструменти Гембель цілу ніч був під повіткою. Роса впала на нього, ще заржавіє. Витирає [жінка] запаскою інструмент ▲ Геометрія різального інструмента див. геометрія. 2. род. у, збірн. Сукупність таких знарядь. В кутку кімнати лежав інструмент — лопати, ломи, кайла Хоч Мотря й продала мало не ввесь Денисів інструмент, дід усе ж знайшов дві-три справні копили, ніж, молоток, обценьки 3. род. а. Те саме, що Музичний інструмент (див. музичний). — От мій сусіда богуславський батюшка, як утне на гуслях, то аж поміст дрижить. Е, що то за гарний інструмент! — сказав Терлецький На галереї військова музика настроювала інструменти Вони полюбляли Юрка за товариську вдачу, .за вміння грати на всякому інструменті"	артефакт
інструменталізм	-	+	5	зм	іуеаі	і	алізм	NOT FOUND	абстрактное понятие
інструментарій	-	+	5	й	іуеаі	і		"ю, збірн., спец. 1. Набір інструментів (у 1, 2 знач.), що застосовується в якій-небудь спеціальності. 2. Музичні інструменти"	
інсульт	-	+	2	льт	іу	у		"у, Раптове гостре порушення кровообігу мозку, яке супроводиться втратою свідомості й паралічем; апоплексія"	
інсулін	-	+	3	н	іуі	і		"у, Гормон підшлункової залози, що регулює вуглеводний обмін в організмі; застосовується для лікування діабету й шизофренії"	
інтелект	-	+	3	кт	іее	е		"у, Розум, здатність людини думати, мислити. //  Рівень розумового розвитку"	абстрактное понятие
інтелектуалізм	-	+	6	зм	іееуаі	і	ізм	"у, 1. книжн. Насиченість думками, ідеями; філософська змістовність. 2. філос. Назва ідеалістичних теорій, що висувають на перший план інтелект (розум, мислення) та ігнорують роль практичної діяльності, життєвих інтересів у пізнанні"	абстрактное понятие
інтерес	-	+	3	с	іее	е		"у, 1. Увага до кого-, чого-небудь, зацікавлення кимось, чимось. Взагалі.. тут [на Капрі] виявляють великий інтерес до всього українського Його манив сюди.. інтерес до людей, живих свідків невпинної руїни села //  Цікавість, захоплення. — З вікна, каже, і то багато видно, а як по світах походити, скільки того дива побачиш. Отож хай тебе по тих світах поводять, може, спаде інтерес, — сумно закінчив Бовдюг 2. Вага, значення. Кивнула головою.. і пройшла мимо. І зразу ж для Івана і молодь в гурті, і танці — втратили всякий інтерес Вивчення мимовільної пам'яті має передусім великий теоретичний інтерес 3. перев. мн. Те, що найбільше цікавить кого-небудь, що становить зміст чиїхось думок і турбот; прагнення, потреби. Кав'ярня була серцем села, куди збігались усі інтереси людності [Тарас:] Як одружимося, то вона буде в мене в школі за помічницю, і в нас буде одно діло, одні інтереси Надзвичайно широке коло його [М. Рильського] творчих інтересів Духовні інтереси, духовне життя радянської людини.. мають знаходити на сторінках газет і журналів якнайповніше відображення 4. перев. мн. Те, що йде на користь кому-, чому-небудь, відповідає чиїмсь прагненням, потребам. Повертався [Саєнко] до простих гласних, .умовляв самим дбати про свої «інтереси», про «народне благо» Власники душ.. найбільш боялись того неспокійного, вільнолюбного духу народного, бо його ніяк не можна було припасувати до панських інтересів Народ у колгоспі був дружний, роботящий, прекрасно міг сполучати державні інтереси з особистими — Вони [селянські ради] створюються по селах, щоб організувати.. бідноту на боротьбу за свої класові інтереси //  тільки одн., розм., заст. Користь, вигода, прибуток. — Люди, . — хвилювався Аркадій, . — зрозумійте, що в побудові санаторію перш за все ваш, а не мій інтерес ♦ В інтересах: а) (чиїх, кого) на користь кого-небудь. В моїх.. інтересах, щоб я знайшла собі заробіток скоріше б) (чого) з метою, заради чого-небудь. Якщо я писав допис, то робив це в інтересах справедливості Зачіпати (зачепити) інтереси див. зачіпати. 5. розм., заст. Діло, справа. Добриловський догадувався у що благочинний має до його якийсь інтерес Я би хотів виробити собі поняття про стан наших інтересів Коли я.. тебе на свята не діждусь, то буде кепський інтерес"	абстрактное понятие
інтернат	-	+	3	т	іеа	а	ат	"у, 1. Гуртожиток для учнів і студентів навчального закладу. 2. Закритий шкільний заклад, у якому учні навчаються та живуть"	
інтернаціоналізм	-	+	7	зм	іеаіоаі	і	ізм	"у, Принцип міжнародної солідарності пролетаріату та всіх трудящих, що випливає з усвідомлення ними єдності своїх корінних інтересів у боротьбі за соціалізм і комунізм; відстоювання свободи та рівності всіх народів, боротьба за дружбу й співробітництво між ними, проти шовінізму та націоналізму"	абстрактное понятие
інтуїтивізм	-	+	5	зм	іуїиі	і	ізм	"у, Реакційна течія в сучасній буржуазній філософії, що вважає інтуїцію основним видом пізнання й намагається принизити наукове, логічне пізнання"	абстрактное понятие
інфантилізм	-	+	4	зм	іаиі	і	ізм	"у, 1. мед. Хвороблива недорозвиненість організму, що виявляється в збереженні в дорослому віці фізичної будови або рис характеру дитини. 2. перен. Підроблювання під рівень розумового розвитку дитини"	
інфаркт	-	+	2	ркт	іа	а		"у, мед. Змертвіння певної ділянки тканини організму внаслідок припинення кровопостачання. У хворого з серцевими захворюваннями нерідко виникають тяжкі ускладнення.. Такими є, наприклад, крововилив у мозок, утворення тромбів (згустків крові) в артеріях внутрішніх органів з наступною повною закупоркою судин і утворенням змертвіння ділянки тканини (інфаркт) і т. д. — Стареньку сусідку їхню.. забрала швидка допомога. Інфаркт приключився ▲ Інфаркт міокарда — гостре захворювання серця як наслідок утворення в серцевому м'язі ділянки змертвіння. З виникненням змін у судинах, які живлять серцевий м'яз, можуть з'являтися приступоподібні болі в ділянці серця, які свідчать про розвиток стенокардії — грудної жаби. У більш тяжких випадках розвивається інфаркт міокарда"	
інцидент	-	+	3	нт	іие	е		"у, Пригода, подія, випадок (звичайно неприємні); непорозуміння"	
іній	-	+	2	й	іі	і		"і́нею, Тонкий шар кристалів льоду, що утворюється осіданням водяної пари з повітря на охолоджені предмети; паморозь, наморозь. //  перен. Про сивину"	
ірраціоналізм	-	+	6	зм	іаіоаі	і	ізм	"у, Реакційний напрям в ідеалістичній філософії, що заперечує об'єктивні закономірності буття й можливість його наукового пізнання"	абстрактное понятие
іслам	-	+	2	м	іа	а		"у, Магометанська релігія; мусульманство"	
ісламізм	-	+	3	зм	іаі	і	ізм	"у, Релігійна система ісламу"	абстрактное понятие
іспит	-	+	2	т	іи	и	ит	"у, 1. Перевірка знань з якого-небудь навчального предмета; екзамен. ▲ Державні іспити див. державний. 2. Перевірка яких-небудь якостей, властивостей і т. ін. ♦ Витримувати (витримати) іспит — виявлятися добрим, придатним для чогось"	
істеблішмент	-	+	4	нт	іеіе	е		NOT FOUND	
ґандж	-	+	1	ндж	а	а		NOT FOUND	
ґанок	-	+	2	к	ао	о	ок	"нку, Прибудова з площадкою і східцями, а подекуди з покрівлею біля входу в будинок"	
ґатунок	-	+	3	к	ауо	о	унок	"нку, 1. Сорт, розряд виробу за якістю. 2. Різновид культурної рослини, плоду та ін. щодо їх господарської цінності. 3. тільки в род. в. з означ., перен. Взагалі різновид чого-небудь"	
ґвалт	-	+	1	лт	а	а		"у, розм. 1. Сильний крик, галас. По хлівцям [хлівцях] гуси гегекають, качки кахкають, квочки кудкудакають —.., а чуючи такий ґвалт, собаки то брехали, то вже стали вити На другий день крик і ґвалт зробився в Матієвій хаті — скринька, робітницька каса, пропала без сліду! Болото завуркало, з ґвалтом знявся табунець крижнів, з виском шугнули кулики 2. у знач. виг. Виражає волання про допомогу; рятуйте! — Ґвалт, миряни, що це з нами! — Ви обікрали мене! Ви цілу ніч черпали мою кипячку. Ґвалт! Злодії! Ґвалт! Розбійники! — Ґвалт! Череду займають!.. ♦ На ґвалт бити (дзвонити і т. ін.) — оповіщати про небезпеку, про необхідність допомоги; бити тривогу. Дзвін сумно бевкав на ґвалт  * У порівняннях. Мім, німий раб,.. б'є клевцем по мідяній дошці, сильно, різко, мов на ґвалт На ґвалт кричати (крикнути, гукати, гукнути, репетувати, зарепетувати і т. ін.) — криком сповіщати про небезпеку; кликати на допомогу. Матрос зарепетував на ґвалт І раптом схопився [Юхим], збуджений переляком.. Відібрало йому спроможність крикнути на ґвалт, навіть збагнути весь жах становища (Де, Ю. Кудря, 1956, 18); На ґвалт (робити що-небудь), зах. — в короткий строк, дуже швидко. Треба було мені на ґвалт готувати її [хату] вже на зиму, ставити вікна, двері, піч"	
ґрунт	-	+	1	нт	у	у		"у, 1. Верхній шар земної кори, придатний для життя рослин. Є сторона — Гесперійською греки її прозивають, — Давня країна, прославлена військом та ґрунтом родючим Для утеплення чи для здешевлення хату будували, підкопавши ґрунт //  Верхній шар землі щодо його складу. Друге місце за площею серед ґрунтів Полісся належить болотяним, торфово-болотяним ґрунтам та торфовищам Менші врожаї вона [яра пшениця] дає на піщаних і супіщаних ґрунтах Полісся 2. Морське, річкове і т. ін. дно. Підводний човен лежав на ґрунті 3. заст. Земельний наділ. Послужив він рік, а на другий уже ґрунт і хату купив Коли б вона, Катерина, мала свій родючий ґрунт, то шанувала б його і пестила  * У порівняннях. Без батьків, як без ґрунту, без дітей, як без крил //  Двір з усіма прилеглими будівлями, угіддями. У тій балці, на крутому косогорі, неначе притулилось зелене гніздо з високих верб. То був ґрунт.. Івана Михалчевського 4. перен. Те, що становить основу чого-небудь, є вихідним матеріалом для створення, виникнення чогось. Дружба народів — ґрунт, на якому росте й квітне радянська поезія Партійність і народність є тим ґрунтом, на якому формувалось і зростало соціалістичне мистецтво ♦ Готувати (підготувати, підготовляти, підготовити і т. ін.) ґрунт — вести підготовку для здійснення чого-небудь. Данило обережно готував ґрунт до переговорів з папою Мати під ногами (під собою) ґрунт: а) почувати себе впевнено в чому-небудь. Може, на той рік пощастить мені зібрати більше матеріалу і тоді матиму міцніший ґрунт під ногами б) бути обґрунтованим, виправданим. Задерикуватість та зухвалість багатомаєтних галицьких бояр мали під собою ґрунт На ґрунті чого — через що, внаслідок чого; на основі чого. Цілий ряд віршів-пісень Платона Воронька виріс безпосередньо на ґрунті народної пісні Не втрачати ґрунту [під ногами] — не втрачати зв'язку з реальністю. Це добре, коли людина вміє отак мріяти, — не втрачаючи ґрунту під ногами"	
